id,name,level,status,parent_id,latitude,longitude,iso_code,wals_codes
alto1238,Alto Navarro Septentrional,dialect,,basq1248,,,,
alts1234,Altsächsisch,family,established,nort3175,,,,
alug1235,Alugu,language,established,phup1236,23,103,aub,
aluk1238,Alu Kurumba,language,established,kann1259,11.3456,76.7995,xua,
aluk1239,Aluku,dialect,,suri1272,,,,
alum1246,Alumu-Tesu,language,established,alum1251,9.01513,8.55956,aab,
alum1247,Alumu,dialect,,alum1246,,,,
alum1248,Alumbis,dialect,,taga1273,,,,
alum1249,Alumic,family,established,benu1248,,,,
alum1250,Alumu-Toro,family,established,alum1249,,,,
alum1251,Alumu-Akpondu,family,established,alum1250,,,,
alun1238,Alune,language,established,ulat1237,-3.11477,128.394,alp,aln
aluo1235,Aluo,language,established,nucl1739,26,102,yna,
alur1249,Aluru,dialect,,lugb1240,,,,
alur1250,Alur,language,established,adho1241,2.36213,31.0016,alz,
alut1245,Alutor,language,established,chuk1272,60.3844,165.653,alr,alu
alut1246,Alutorskij,dialect,,alut1245,,,,
aluu1242,Aluu,dialect,,ikwe1242,,,,
aluu1243,Alu,dialect,,mono1273,,,,
alvi1241,Alviri-Vidari,language,established,sout3177,35.0075,50.3794,avd,
alvi1242,Alvir,dialect,,alvi1241,,,,
alya1239,Alyawarr,language,established,aran1263,-21.0427,136.835,aly,aly
alyk1238,Alyk,dialect,,kryt1240,,,,
amad1240,Amadiye,dialect,,nort2641,,,,
amad1244,Amadiya,dialect,,lish1247,,,,
amah1245,Amahai,language,established,elpa1239,-3.32028,128.939,amq,
amah1246,Amahuaca,language,established,head1239,-10.2012,-72.3208,amc,amc
amai1246,Amaimon,language,established,croi1234,-5.18742,145.368,ali,
amai1247,Amaizuho,dialect,,dano1240,,,,
amal1242,Amal,language,established,sepi1257,-4.04517,141.995,aad,
amal1243,Amalumute,family,established,thre1238,,,,
amam1245,Amami,family,established,ryuk1243,,,,
amam1246,Amam,language,established,weri1254,,,,
aman1261,Amanda-Afi,dialect,,batu1255,,,,
aman1262,Amanavil,dialect,,eman1238,,,,
aman1263,Amana,dialect,,east2426,,,,
aman1264,Amanuban-Amanatun,dialect,,uabm1237,,,,
aman1265,Amanab,language,established,wari1265,-3.51516,141.178,amn,amn
aman1266,Amanayé,language,established,tupi1285,-3.79772,-48.6613,ama,
amap1240,Ama (Papua New Guinea),language,established,nucl1244,-4.20192,141.658,amm,amm
amap1241,Amapá Creole,language,spurious retired,book1242,,,amd,
amar1241,Amariba,dialect,,wapi1253,,,,
amar1271,Amurdak,language,established,iwai1246,-11.9876,132.878,amg,
amar1272,Amara,language,established,sout2874,-5.55778,148.68,aie,ama
amar1273,Amarasi,language,established,nucl1753,-10.2175,123.964,aaz,
amar1274,Amarakaeri,language,established,hara1260,-12.4931,-70.5533,amr,amk
amar1275,Amaruwa,dialect,,cuib1242,,,,
amar1281,Amara (Beja),dialect,,beja1238,,,,
amas1236,Ama (Sudan),language,established,nyim1244,12.0993,29.4332,nyi,nyi
amat1238,Amatlán Zapotec,language,established,sout3003,16.2707,-96.4003,zpo,
amay1238,Amayo,dialect,,eman1238,,,,
amba1263,Amba (Uganda),language,established,komo1265,0.81206,30.0014,rwm,
amba1264,Ambawang,dialect,,kend1254,,,,
amba1265,Ambai,language,established,ansu1238,-1.88126,136.526,amk,amq
amba1266,Amba (Solomon Islands),language,established,utup1238,-11.2958,166.498,utp,
amba1267,Ambala Ayta,language,established,samb1319,14.8156,120.283,abc,
amba1268,Ambasi,dialect,,bina1277,,,,
amba1269,Ambakich,language,established,lowe1437,-4.23181,144.285,aew,
amba1270,Ambae,family,established,nort3205,,,,
ambe1246,Ambermo,language,established,uncl1493,,,,
ambe1247,Ambele,language,established,wide1239,5.94043,9.62028,ael,
ambe1248,Ambelau,language,established,west2817,-3.85919,127.196,amv,
ambe1249,Ambel-Biga,family,established,raja1255,,,,
ambl1237,Amblong,language,established,sout3194,-15.5169,166.95,alm,
ambo1247,Ambodi,dialect,,vasa1239,,,,
ambo1248,Ambo (Lala-Bisa),dialect,,lala1264,,,,
ambo1249,Ambo,language,established,nort3192,7.07637,10.7798,amb,
ambo1250,Ambonese Malay,language,established,ambo1253,-3.71342,128.184,abs,
ambo1252,Ambo-Pasco Quechua,language,established,yaru1256,-10.5138,-76.1135,qva,
ambo1253,Ambonic Malay,family,established,east2743,,,,
ambo1254,Ambonic,family,established,sera1270,,,,
ambr1239,Ambrak,language,established,yang1294,-3.51156,142.462,aag,
ambr1240,Ambrym,family,established,cent2269,,,,
ambu1244,Ambumi,dialect,,wand1267,,,,
ambu1245,Ambual,dialect,,keni1249,,,,
ambu1246,Ambulas-Hanga-Hundi,family,established,nucl1642,,,,
ambu1247,Ambulas,language,established,ambu1246,-3.7801,143.059,abt,amb
amda1238,Amdang,language,established,fura1235,14.7528,20.8912,amj,
amdo1237,Amdo Tibetan,language,established,tibe1276,34.5177,100.485,adx,amd amt
amel1241,Amele,language,established,gumm1240,-5.29126,145.687,aey,ame
amem1235,Ame-Manda,family,established,waga1259,,,,
amen1242,Amenfi,dialect,,wasa1244,,,,
amen1243,Amengi,dialect,,mamv1243,,,,
amer1248,American Sign Language,language,established,amer1258,33.8117,-81.6121,ase,asl
amer1254,American Spanish,dialect,,stan1288,,,,
amer1255,American Indian Pidgin English,language,established,engl1287,,,,
amer1256,Amerax,language,spurious retired,book1242,,,aex,
amer1257,Amerindian pidgin (Pidgin),family,established,pidg1258,,,,
amer1258,American Sign,family,established,asli1244,,,,
amfo1237,Amfoan-Fatule'u-Amabi,dialect,,uabm1237,,,,
amga1235,Amganad Ifugao,language,established,ifug1247,16.9016,121.042,ifa,
amha1244,Amharic-Argobba,family,established,tran1288,,,,
amha1245,Amharic,language,established,amha1244,11.7082,39.5435,amh,amh
amie1238,Amienois,dialect,,pica1241,,,,
amii1238,Ami,language,established,amem1235,-13.5573,130.04,amy,emm
amik1238,Amikoana,language,spurious retired,book1242,,,akn,
amis1245,Amish Pennsylvania German,dialect,,penn1240,,,,
amis1246,Amis,language,established,cent2103,23.0917,121.348,ami,ami
amkw1238,|Amkwe,dialect,,naro1249,,,,
ammo1234,Ammonite,language,spurious,book1242,,,qgg,
amol1235,Amol,language,established,brag1241,-3.46843,142.532,alx,
amol1236,Amoltepec Mixtec,language,established,mixt1427,16.6521,-97.4518,mbz,
amon1239,Amongme,dialect,,dama1272,,,,
amoo1242,Amo,language,established,josa1234,10.3229,8.65405,amo,amo
amor1238,Amorua,dialect,,guah1255,,,,
amor1239,Amorite,language,established,nort3165,,,,
amot1239,Amotomanco,language,established,sono1246,,,,
amot1240,Amota,dialect,,mari1438,,,,
amou1238,Amou Oblou,dialect,,ikpo1238,,,,
amoy1235,Amoy,dialect,,xiam1236,,,,
ampa1238,Ampari Dogon,language,established,west2779,14.15,-3.55,aqd,
ampa1239,Ampanang,language,established,bari1287,-0.79259,116.349,apg,
ampe1238,Ampezzano,dialect,,ladi1250,,,,
ampi1237,Ampibabo,dialect,,lauj1238,,,,
amra1237,Amravati,dialect,,nort2702,,,,
amri1238,Amri Karbi,language,established,karb1240,26.024,91.482,ajz,
amto1249,Amto-Musan,family,established,,,,,
amto1250,Amto,language,established,amto1249,-4.12165,141.339,amt,
amub1238,Amubre-Katsi,dialect,,brib1243,,,,
amug1239,Amugen,dialect,,onoo1246,,,,
amun1244,Amun,dialect,,lawu1237,,,,
amun1245,Amung,dialect,,dama1272,,,,
amun1246,Amundava,language,established,tupi1280,-9.04023,-62.3064,adw,
amur1242,Amur,dialect,,gily1242,,,,
amur1243,Amuru,dialect,,boro1277,,,,
amuu1238,Amu,dialect,,swah1253,,,,
amuz1253,Amuzgo-Mixtecan,family,established,east2557,,,,
amuz1254,Amuzgoan,family,established,amuz1253,,,,
anaa1238,Anaang,language,established,efik1244,4.94832,7.57969,anw,
anaa1239,Ana,family,established,naro1248,,,,
anak1240,Anakalangu,language,established,cent2307,-9.63425,119.605,akg,
anak1241,Anaktuvik Pass Inupiatun,dialect,,nort2943,,,,
anal1239,Anal,language,established,oldk1252,24.0506,94.2806,anm,
anam1247,Anam,language,established,pomo1272,-4.68869,145.051,pda,
anam1248,Anamgura,language,established,pomo1272,-4.63762,144.991,imi,amx
anam1249,Anambé,language,established,guaj1259,-2.71119,-49.303,aan,
anan1238,Ananjubi,dialect,,anii1245,,,,
anar1241,Anarak,dialect,,nayi1242,,,,
anar1243,Anarya,dialect,,bhil1251,,,,
anas1239,Anasi,language,spurious,book1242,-1.73908,137.716,bpo,
anat1247,Anatri,dialect,,chuv1255,,,,
anat1248,Ana Tinga Dogon,language,established,yand1256,14.6669,-3.1168,dti,
anat1252,Anatolia,dialect,,nort3098,,,,
anat1256,Anatolian Cluster,dialect,,meso1252,,,,
anat1257,Anatolian,family,established,indo1319,,,,
anau1242,Anauli,dialect,,turk1304,,,,
anca1236,Áncá,language,unattested,unat1236,6.66524,11.1087,acb,
anca1243,Ancalong Kutai,dialect,,teng1267,,,,
anch1238,Anchix,dialect,,kara1474,,,,
anch1239,Anchorite,family,established,west2532,,,,
anci1242,Ancient Greek,language,established,atti1238,39.8155,21.9129,grc,
anci1244,Ancient Hebrew,language,established,hebr1246,31.7761,35.1725,hbo,
anci1245,Ancient North Arabian,language,established,arab1394,,,xna,
anci1248,Ancient Ligurian,language,established,uncl1493,,,,
ancu1238,Ancux,dialect,,avar1256,,,,
anda1279,Andalusian,dialect,,stan1288,,,,
anda1280,Andaman Creole Hindi,language,established,hind1270,11.676,92.738,hca,
anda1281,Andalal-Gxdatl,dialect,,avar1256,,,,
anda1282,Andadjin,dialect,,ngar1284,,,,
anda1283,Andai,language,established,araf1243,-4.96449,143.637,afd,
anda1284,Andarum,language,established,tang1354,-4.48734,144.767,aod,
anda1285,Andahuaylas,dialect,,ayac1239,,,,
anda1286,Andaqui,language,established,,2.74999,-76,ana,
anda1287,Andalusian Arabic,language,established,moro1295,,,xaa,
ande1246,Ande,dialect,,korr1238,,,,
ande1247,Andegerebinha,language,established,aran1263,-22.5128,137.352,adg,
ande1248,Andelale,dialect,,umbu1258,,,,
andh1241,Andhra Pradesh Lamani,dialect,,lamb1269,,,,
andh1242,Andh,language,established,mara1416,19.4734,77.7156,anr,
andi1253,Andimeshki,dialect,,nort2645,,,,
andi1254,Andic,family,established,avar1255,,,,
andi1255,Andi,language,established,andi1254,42.8078,46.2919,ani,anx
andi1256,Andinai,dialect,,mang1396,,,,
andi1257,Andio,language,established,west2571,-0.88368,123.174,bzb,
ando1254,Andoquero,language,established,uncl1444,-0.666992,-72.310867,,
ando1255,Andoa,language,established,arab1396,-3.29664,-76.6056,anb,
ando1256,Andoque,language,established,,-0.53751,-72.0869,ano,adk
andr1244,Andro,dialect,,kado1242,,,,
andr1245,Andro-Sengmai,family,established,sakk1239,,,,
andr1246,Andro,language,established,andr1245,24.754303,94.033796,,
andr1247,Andri,dialect,,moru1253,,,,
andr1248,Andra-Hus,language,established,east2460,-2.05894,147.085,anx,
anei1239,Anejom,language,established,sout2868,-20.1864,169.825,aty,anj
anek1238,|Anekwe,dialect,,naro1249,,,,
anem1248,Aneme Wake,language,established,dori1247,-9.75911,148.479,aby,
anem1249,Anem,language,established,,-5.54836,148.993,anz,ane
aneu1237,Aneuk Jamee,dialect,,mina1268,,,,
anex1238,Anexo,dialect,,genn1243,,,,
anfi1235,Anfillo,language,established,gong1256,8.568,34.647,myo,
anga1244,Angami-Mao,family,established,anga1286,,,,
anga1286,Angami-Pochuri,family,established,anga1312,,,,
anga1287,Angami-Chokri,family,established,anga1244,,,,agm
anga1288,Angami Naga,language,established,anga1287,25.6841,93.8668,njm,
anga1289,Angan,family,established,,,,,
anga1290,Angaataha,language,established,anga1289,-7.15012,146.352,agm,ant
anga1291,Sau-Angal-Kewa,family,established,kewa1249,,,,
anga1292,Angal Heneng,language,established,anga1314,-6.13347,143.478,akh,
anga1293,Angal,language,established,anga1314,-6.0127,143.592,age,
anga1294,Angal Enen,language,established,anga1314,-6.23296,143.583,aoe,
anga1295,Angaite,dialect,,sana1281,,,,
anga1311,Angas Proper 2,family,established,west2717,,,,
anga1312,Angami-Ao,family,established,naga1409,,,,
anga1313,Angal-Kewa,family,established,anga1291,,,,
anga1314,Angal Mendi,family,established,anga1313,,,,
ange1244,Angevin,dialect,,oila1234,,,,
angg1238,Anggamuthi,language,established,urad1238,,,,
angg1239,Angguruk Yali,language,established,yali1257,-4.0836,139.457,yli,yli
angi1238,Angika,language,established,mait1255,26.0047,85.534,anp,
angk1246,Angkuic,family,established,west2791,,,,
angk1247,Angkiyakmin,dialect,,faiw1243,,,,
angk1248,Angkola-Mandailing,family,established,sout2849,,,,
angl1239,Angloromani,language,established,engl1286,39,-78,rme,
angl1242,Anglo-Saxon Monastic Sign Language,dialect,,mona1241,,,,
angl1258,Anglo-Norman,language,provisional,oila1234,,,xno,
angl1262,Anglo,dialect,,ewee1241,,,,
angl1263,Anglat Agta,dialect,,umir1236,,,,
angl1264,Anglo-Frisian,family,established,nort3175,,,,
angl1265,Anglian,family,established,angl1264,,,,
ango1253,Angole,dialect,,kusa1250,,,,
ango1254,Angor,language,established,sena1264,-3.7167,141.199,agg,ang
ango1255,Angoram,language,established,lowe1423,-4.07758,144.028,aog,
ango1256,Angotero,dialect,,seco1241,,,,
ango1257,Angosturas Tunebo,language,established,tune1260,6.54198,-71.9212,tnd,tnb
ango1258,Angolar,language,established,lowe1440,0.11438,6.59486,aoa,ago
angp1238,Angphang,dialect,,kony1248,,,,
angu1242,Anguthimri,language,established,nort2758,,,awg,
angw1241,Angwe (Batu),dialect,,batu1255,,,,
angw1242,Angwe,dialect,,mang1396,,,,
anha1238,Anhaqui,dialect,,bidy1244,,,,
anha1242,Anhar,dialect,,cent2218,,,,
anhi1238,Anhil,dialect,,turo1239,,,,
anii1245,Anii,language,established,basi1245,9.11127,1.60169,blo,
anii1246,//Ani,language,established,kxoe1242,-19.0966,22.9088,hnh,ani
anii1247,||Ani,dialect,,kxoe1243,,,,
anil1235,Ani-Labo,family,established,phow1235,,,,
anim1239,Animere,language,established,kebu1246,7.60385,0.41962,anf,
anin1240,Anindilyakwa,language,established,wubu1239,-13.999,136.641,aoi,ann
anin1241,Anini-Y,dialect,,kina1250,,,,
anio1238,Aniocha,dialect,,nucl1417,,,,
anip1235,Ani Phowa,language,established,anil1235,23.591,103.733,ypn,
anir1237,Anir,dialect,,tang1348,,,,
aniw1237,Aniwa,dialect,,futu1245,,,,
anja1238,Anjam,language,established,mind1258,-5.45899,145.717,boj,
anju1241,Anjuski,dialect,,udih1248,,,,
anka1245,Anka,dialect,,wagi1247,,,,
anka1246,Ankave,language,established,sout3130,-7.19444,145.754,aak,
anka1247,Ankai,dialect,,anka1246,,,,
ankp1238,Ankpa,dialect,,igal1242,,,,
anma1239,Anmatyerre,language,established,aran1263,-22.2853,133.286,amx,
anna1245,Annaberg,family,established,ramu1234,,,,
anoo1238,Ano,dialect,,anyi1245,,,,
anor1241,Anor,language,established,aian1241,-4.98449,144.801,anj,
anse1238,Anserma,language,established,uncl1443,6.24999,-76.05,ans,
ansu1237,Ansus,language,established,ansu1238,-1.7543,135.866,and,
ansu1238,Ansus-Ambai,family,established,cent2277,,,,
anta1252,Antarbedi,dialect,,braj1242,,,,
anta1253,Antakarinya,language,established,uncl1469,-27.1152,134.838,ant,
anta1254,Anta,dialect,,wara1294,,,,
anta1255,Antankarana Malagasy,language,established,anta1258,-13.2164,49.2402,xmv,
anta1256,Antabamba,dialect,,east2551,,,,
anta1257,Antabamba (Arequipa-La Union Quechua),dialect,,areq1237,,,,
anta1258,Antanakarana-Sakalava,family,established,nort3207,,,,
ante1238,Antekerrepenh,dialect,,east2379,,,,
anti1242,Antioquian,language,established,core1252,7.199341,-75.342236,,
anti1245,Antigua and Barbuda Creole English,language,established,gull1242,15.5531,-61.3156,aig,
antw1238,Antwerps,dialect,,vlaa1240,,,,
anua1242,Anuak,language,established,nort2814,7.57714,34.0267,anu,any
anuf1239,Anufo,language,established,nort2767,10.2839,0.56021,cko,anu
anuk1239,Anuki,language,established,nort2848,-9.6692,149.822,aui,
anus1237,Anus,language,established,anus1238,-2.26271,139.502,auq,
anus1238,Anus-Podena,family,established,sarm1242,,,,
anut1237,Anuta,language,established,nucl1485,-11.75,169.75,aud,
anuu1241,Anu,language,established,mrui1235,23.3394,98.5945,anl,
anuu1242,Anu (Ghana),dialect,,guaa1238,,,,
anya1244,Anyang,dialect,,suii1243,,,,
anya1245,Anyama,dialect,,ogbi1239,,,,
anya1246,Anyang (Cameroon),dialect,,ngem1255,,,,
anyi1244,Anyin Morofo,language,established,anyi1246,6.1627,-4.64232,mtb,
anyi1245,Anyin,language,established,anyi1246,6.31781,-3.30532,any,ayi
anyi1246,Anyinic,family,established,nort2767,,,,
anyu1238,Anyugba,dialect,,igal1242,,,,
anyx1238,Anykh,dialect,,lezg1247,,,,
aohe1237,Aoheng,language,established,mull1246,0.87404,114.127,pni,
aoic1235,Aoic,family,established,anga1312,,,,
aola1237,Aola,dialect,,leng1259,,,,
aolu1238,Aoluguya,dialect,,even1259,,,,
aona1235,Ao Naga,language,established,aoic1235,26.3241,94.3824,njo,ao
aore1237,Aore,language,established,east2754,-15.5753,167.166,aor,
aota1239,Ao Tá,dialect,,muon1246,,,,
aoua1234,A'ou,language,established,ahou1236,26.8,105.85,aou,
aouu1238,A'ou,dialect,,gela1261,,,,
aowi1238,Aowin,dialect,,anyi1245,,,,
apaa1238,Apa,dialect,,kpan1246,,,,
apac1239,Apachean,family,established,atha1247,,,,
apah1238,Apahapsili,dialect,,pass1247,,,,
apal1237,Apalachee,language,established,alab1247,,,xap,
apal1255,Apalik,language,established,west2530,-6.29002,149.96,apo,
apal1256,Apali,language,established,cent2257,-5.1727,145.023,ena,
apal1257,Apalaí,language,established,cari1283,1.49792,-54.7457,apy,apl
apam1237,AP-AM-AH,family,established,cent2141,,,,
apan1242,Apani,dialect,,ikwe1242,,,,
apan1243,Apanjekra,dialect,,cane1242,,,,
apap1240,Apapocuva,dialect,,chir1286,,,,
apas1235,Apasco-Apoala Mixtec,language,established,nort3198,17.6143,-97.0657,mip,
apat1240,Apatani,language,established,west2797,27.1933,93.7284,apt,apt
apia1246,Apiapum,dialect,,cros1244,,,,
apia1247,Apiaka-Tocantins,language,established,xing1247,-6.5,-49.771729,,
apia1248,Apiaká,language,established,tupi1280,-7.84711,-57.91,api,
apin1244,Apinayé,language,established,jese1235,-6.10774,-47.6315,apn,api
apma1240,Apma,language,established,sout3188,-15.8559,168.189,app,
apma1241,Ap Ma,language,established,,-4.35147,144.085,kbx,kbo
apmi1239,Apmisibil,dialect,,ngal1298,,,,
apoi1238,Apoi,dialect,,izon1238,,,,
apok1238,Apokinskij,dialect,,kory1246,,,,
apol1241,Apolo,dialect,,nort2976,,,,
apol1242,Apolista,language,established,uncl1449,-14.83,-68.66,,
apon1238,Aponte Inga,dialect,,inga1252,,,,
apos1239,Apos,dialect,,kwan1278,,,,
apot1235,Apoto,language,unattested,unat1236,,,,
apro1235,Aproumu Aizi,language,established,aizi1248,5.20273,-4.52192,ahp,aiz
apso1237,Apsokok,dialect,,aigh1235,,,,
apuc1241,A-Pucikwar,language,established,midd1323,12.241,92.7965,apq,apk gan
apuk1238,Apuk,dialect,,sout2832,,,,
apul1236,Apulia-Calabrian Greek,language,established,koin1234,,,,
apur1252,Apurí (Indonesia),dialect,,blag1240,,,,
apur1253,Apurí,dialect,,yauy1235,,,,
apur1254,Apurinã,language,established,puru1265,-8.21692,-66.7714,apu,apu
aput1237,Aputai,language,established,pera1259,-7.84732,126.496,apx,
aput1238,Aput-Bushang-Sian,family,established,mull1246,,,,
arab1265,Arabkir,dialect,,nucl1235,,,,
arab1266,Arabana-Wangganguru,family,established,palk1239,,,,
arab1267,Arabana,language,established,arab1266,-28.705,135.449,ard,abn
arab1268,Arabela,language,established,arab1396,-1.96126,-75.0612,arl,arb
arab1393,Arabian Peninsula Arabic,family,established,arab1395,,,,
arab1394,Arabian,family,established,cent2236,,,,
arab1395,Arabic,family,established,arab1394,,,,
arab1396,Arabela-Andoa,family,established,iqui1244,,,,
arab1397,Arabic based pidgin (Pidgin),family,established,pidg1258,,,,
arab1398,Arab Sign,family,established,sign1237,,,,
arac1235,Aracaju,language,established,uncl1493,,,,
arad1238,Aradhin,dialect,,sapn1238,,,,
araf1243,Arafundi,family,established,,,,,
araf1244,Arafundi,language,spurious retired,book1242,,,arf,
araf1245,Arafundi-Enga Pidgin,language,established,enga1255,,,,
arag1245,Aragonese,language,established,unsh1234,42.4669,-0.00919,arg,
arag1246,Aragonese (Standard Spanish),dialect,,stan1288,,,,
arai1239,Araicu,language,established,juru1258,-3.104315,-67.2052,,
arak1251,Araki,dialect,,west2369,,,,
arak1252,Araki (Vanuatu),language,established,sout3194,-15.6314,166.942,akr,ark
arak1253,Arakan Manobo,dialect,,obom1235,,,,
arak1254,Arakwal,language,spurious,book1242,,,rkw,
arak1255,Arakanese-Marma,family,established,nucl1730,,,,
arak1256,Arakanese,language,spurious retired,book1242,,,mhv,
aral1243,Aralle-Tabulahan,language,established,mata1312,-2.78397,119.319,atq,atb
aral1244,Aralle,dialect,,aral1243,,,,
aram1252,Aramanik,language,spurious,book1242,-2.90656,37.3491,aam,
aram1253,Arammba,language,established,tond1250,-8.29593,141.445,stk,
aram1254,Aramia River,dialect,,tabo1241,,,,
aram1259,Aramaic,family,established,nort3165,,,,
aran1237,Arandai,language,established,east1439,-2.08016,132.983,jbj,ard
aran1260,Aranese,dialect,,gasc1240,,,,
aran1261,Aranadan,language,established,mala1541,11.3525,75.7954,aaf,
aran1263,Aranda,family,established,aran1267,,,,
aran1264,Arangka'a,dialect,,tala1285,,,,
aran1265,Aranama,language,established,uncl1493,,,,
