ID,Society_name_EA,ISO693_3,LangNam,ISO_PAST (use with WLMS language GIS data),LangNam_PAST (use with WLMS language GIS data),LangFamily,LangFamily_R,Class2,Class3,ISO_Note,Prelim_BantuTreeName,Prelim_ANTreeName,Prelim_IETreeName,Prelim_UATreeName,Prelim_SemiticTreeName,Possible Bantoid society?,Possible Bantu society (narrow Bantu)?,Possible Austronesian society?,Possible Indo-European society?,Possible Uto-Aztecan society?,Possible Semitic society?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ng8,Timucua,tjm,Timucua,tjm,Timucua,Unclassified2,Unclassified,NA,NA,EXTINCT not in Ethnologue,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eh9,Antaisaka,tkg,"Malagasy, Tesaka",bjq,"Malagasy, Southern Betsimisaraka",Austronesian,Austronesian,Malayo-Polynesian,Greater Barito,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ii6,Tokelau,tkl,Tokelauan,tkl,Tokelauan,Austronesian,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,NA,NA,Tokelau,NA,NA,NA,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ii11,Tokelau_Atafu,tkl,Tokelauan,tkl,Tokelauan,Austronesian,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,NA,NA,Tokelau,NA,NA,NA,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nb30,Takelma,tkm,Takelma,tkm,Takelma,Oregon Penutian,Oregon Penutian,NA,NA,EXTINCT not in Ethnologue,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ii2,Tikopia,tkp,Tikopia,tkp,Tikopia,Austronesian,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,NA,NA,Tikopia,NA,NA,NA,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ic10,Tobelorese,tlb,Tobelo,tlb,Tobelo,West Papuan,West Papuan,North Halmahera,Galela-Loloda,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nb22,Tlingit,tli,Tlingit,tli,Tlingit,Nuclear Na-Dene,Language isolate,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ae25,Tetela,tll,Tetela,tll,Tetela,"Niger-Congo,  Atlantic-Congo","Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,NA,TetelaC711,NA,NA,NA,NA,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ie36,Samarokena,tmj,Samarokena,tmj,Samarokena,Tor-Kwerba,Tor-Kwerba,Greater Kwerba,Kwerba,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cj4,Babylonians,tmr,Jewish Babylonian Aramaic,tmr,Jewish Babylonian Aramaic,Afro-Asiatic,Afro-Asiatic,Semitic,Central,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ih10,Tannese,tnn,"Tanna, North",tnn,"Tanna, North",Austronesian,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sb8,Taino,tnq,Taino,tnq,Taino,Arawakan,Maipurean,Northern,Maritime,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sh8,Toba,tob,Toba,tob,Toba,Mataco-Guaicuru,Guaykuruan,Southern,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Af11,Toma,tod,Toma,tod,Toma,"Niger-Congo,  Mande","Niger-Congo, Mande",Mande,Western,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ac13,Lake Tonga,tog,Tonga,tog,Tonga,"Niger-Congo,  Atlantic-Congo","Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ac30,Plateau Tonga,toi,Tonga,toi,Tonga,"Niger-Congo,  Atlantic-Congo","Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,NA,TongaM641,NA,NA,NA,NA,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nb6,Tolowa,tol,Tolowa,tol,Tolowa,Nuclear Na-Dene,Eyak-Athabaskan,Athabaskan,Pacific Coast Athabaskan,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ii12,Tongans,ton,Tongan,ton,Tongan,Austronesian,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,NA,NA,Tongan,NA,NA,NA,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aj24,Topotha,toq,Toposa,toq,Toposa,"Nilo-Saharan,  Eastern Sudanic","Nilo-Saharan, Eastern Sudanic",Eastern Sudanic,Nilotic,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nj4,Totonac,tos,"Totonac, Highland",tos,"Totonac, Highland",Totonacan,Totonacan,Totonac,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nh8,Jemez,tow,Jemez,tow,Jemez,Kiowa Tanoan,Kiowa-Tanoan,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sj8,Tupinamba,tpn,Tupinamba,tpn,Tupinamba,Tupi,Tupi,NA,NA,EXTINCT not in Ethnologue,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Si2,Trumai,tpy,Trumai,tpy,Trumai,Language_isolate16,Language isolate,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ig3,Kurtatchi,tpz,Tinputz,tpz,Tinputz,Austronesian,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sj6,Tenetehara,tqb,Tembé,tqb,Tembe,Tupi,Tupian,Tupí-Guaraní,Tenetehara,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nd1,Tenino,tqn,Tenino,tqn,Tenino,Plateau Penutian,Sahaptian,Sahaptin,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ca17,Tsamai,tsb,Tsamai,tsb,Tsamai,Afro-Asiatic,Afro-Asiatic,Cushitic,East,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nb7,Tsimshian,tsi,Tsimshian,tsi,Tsimshian,Tsimshian,Tsimshian,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ab13,Tswana,tsn,Tswana,tsn,Tswana,"Niger-Congo,  Atlantic-Congo","Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,NA,TswanaS31,NA,NA,NA,NA,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ab4,Thonga,tso,Tsonga,tso,Tsonga,"Niger-Congo,  Atlantic-Congo","Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,NA,TsongaS53,NA,NA,NA,NA,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ac16,Shogo,tsv,Tsogo,tsv,Tsogo,"Niger-Congo,  Atlantic-Congo","Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,NA,TsogoB31,NA,NA,NA,NA,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nj8,Tarasco,tsz,Purepecha,tsz,Purepecha,Tarascan,Tarascan,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad48,Toro,ttj,Tooro,ttj,Tooro,"Niger-Congo,  Atlantic-Congo","Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc10,Asben,ttq,"Tamajaq, Tawallammat",ttq,"Tamajaq, Tawallammat",Afro-Asiatic,Afro-Asiatic,Berber,Tamasheq,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc8,Aulliminden,ttq,"Tamajaq, Tawallammat",ttq,"Tamajaq, Tawallammat",Afro-Asiatic,Afro-Asiatic,Berber,Tamasheq,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cb6,Tera,ttr,Tera,ttr,Tera,Afro-Asiatic,Afro-Asiatic,Chadic,Biu-Mandara,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ig9,Manus,ttv,Titan,ttv,Titan,Austronesian,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,NA,NA,Levei,NA,NA,NA,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nc2,Tubatulabal,tub,Tübatulabal,tub,Tubatulabal,Uto-Aztecan,Uto-Aztecan,Northern Uto-Aztecan,NA,NA,NA,NA,NA,Tubatulabel,NA,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sf4,Tunebo,tuf,"Tunebo, Central",tuf,"Tunebo, Central",Chibchan,Chibchan,Chibchan B,Eastern Chibchan,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ai20,Tuburi,tui,Tupuri,tui,Tupuri,"Niger-Congo,  Atlantic-Congo","Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eb5,Turkmen,tuk,Turkmen,tuk,Turkmen,Altaic,Altaic,Turkic,Southern,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ac36,Tumbuka,tum,Tumbuka,tum,Tumbuka,"Niger-Congo,  Atlantic-Congo","Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,NA,TumbukaN212,NA,NA,NA,NA,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Se12,Tucano,tuo,Tucano,tuo,Tucano,Tucanoan,Tucanoan,Eastern Tucanoan,Tucano,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc2,Teda,tuq,Tedaga,tuq,Tedaga,"Nilo-Saharan,  Saharan","Nilo-Saharan, Saharan",Saharan,Western,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ci5,Turks,tur,Turkish,tur,Turkish,Altaic,Altaic,Turkic,Southern,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nb31,Tututni,tuu,Tututni,tuu,Tututni,Nuclear Na-Dene,Eyak-Athabaskan,Athabaskan,Pacific Coast Athabaskan,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aj5,Turkana,tuv,Turkana,tuv,Turkana,"Nilo-Saharan,  Eastern Sudanic","Nilo-Saharan, Eastern Sudanic",Eastern Sudanic,Nilotic,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ig12,Choiseulese,tva,Vaghua,tva,Vaghua,Austronesian,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,NA,NA,VaghuaChoiseul,NA,NA,NA,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ii4,Ellice,tvl,Tuvaluan,tvl,Tuvaluan,Austronesian,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,NA,NA,Tuvalu,NA,NA,NA,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ae51,Banen,tvu,Tunen,baz,Tunen,"Niger-Congo,  Atlantic-Congo","Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nb2,Twana,twa,Twana,twa,Twana,Salishan,Salish,Central Salish,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nh9,Picuris,twf,"Tiwa, Northern",twf,"Tiwa, Northern",Kiowa Tanoan,Kiowa-Tanoan,Tanoan,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nh6,Taos,twf,"Tiwa, Northern",twf,"Tiwa, Northern",Kiowa Tanoan,Kiowa-Tanoan,Tanoan,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ic4,Rotinese,twu,Termanu,twu,Termanu,Austronesian,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,NA,NA,RotiTermanu_D,NA,NA,NA,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sa2,Tzeltal,tzh,Tzeltal,tzb,"Tzeltal, Bachajon",Mayan,Mayan,Yucatecan-Core Mayan,Core Mayan,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cd7,Beraber,tzm,"Tamazight, Central Atlas",tzm,"Tamazight, Central Atlas",Afro-Asiatic,Afro-Asiatic,Berber,Northern,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ie11,Kakoli,ubu,Umbu-Ungu,ubu,Umbu-Ungu,Trans-New Guinea,Trans-New Guinea,Chimbu-Wahgi,Hagen,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ec21,Udihe,ude,Udihe,ude,Udihe,Altaic,Altaic,Tungusic,Southern,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
