soc_id,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v1001,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88
Ng15,2,2,2,0,4,0,0,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ni9,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,9,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nj12,0,0,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,9,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nj13,0,1,1,0,8,0,0,0,0,6,2,2,6,9,11,0,0,1,1,1,1,1,9,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nj14,0,1,0,1,8,0,0,0,0,8,2,1,8,9,11,2,9,3,3,1,1,9,9,8,7,15,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sa16,0,1,2,0,7,0,0,4,6,6,2,2,6,1,8,3,9,1,1,1,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Si9,2,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,9,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ab18,1,1,1,2,5,1,8,4,4,8,2,1,8,3,9,6,1,4,3,1,1,2,9,8,7,15,9,6,3,6,6,3,2,3,4,6,0,6,5,1,7,2,6,7,1,0,0,6,0,1,6,1,2,1,4,3,0,0,9,0,9,9,9,9,9,9,0,0,0,0,3,3,1,2,7,4,7,4,0,2,2,0,4,8,0,0,0,0,0
Ai2,0,1,0,2,7,1,2,2,2,9,1,1,8,9,11,2,9,3,3,3,3,9,9,8,7,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,9,2,2,1,2,7,1,2,1,0,2,2,9,4,8,0,0,0,0,0
Nf1,1,4,5,0,0,6,8,6,2,9,1,1,12,3,9,6,1,3,1,1,1,6,9,1,3,15,9,5,1,1,2,1,3,2,0,0,0,1,1,1,1,1,2,7,9,9,6,9,1,0,0,1,1,9,2,10,10,9,10,9,0,0,9,9,10,9,1,9,1,9,1,1,0,0,7,4,7,1,6,5,2,3,8,4,2,2,11,2,4
Ca21,0,1,0,5,4,1,8,8,5,8,2,1,8,9,11,6,1,6,6,1,1,9,9,0,0,0,0,0,3,6,6,0,3,2,2,0,0,6,0,1,7,2,4,1,1,9,0,9,9,1,0,0,9,1,0,3,10,0,10,10,9,0,0,10,9,0,1,9,2,9,0,0,0,0,0,0,0,0,0,2,2,3,4,8,0,0,0,0,0
Sa2,0,0,1,2,7,2,3,7,2,9,1,1,8,9,11,3,9,4,4,1,1,9,9,1,3,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ai4,0,1,0,3,6,2,3,7,1,9,1,2,2,3,1,1,9,1,1,1,1,3,2,7,8,15,9,4,5,6,5,0,3,1,0,0,0,10,3,1,7,2,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cf2,0,1,0,8,1,7,8,7,1,10,2,1,10,2,6,3,9,1,1,1,1,1,9,0,0,0,0,3,5,6,5,0,3,3,0,0,0,1,1,3,7,2,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,9,2,3,0,0,0,0,0,0,0,5,2,9,8,8,0,0,0,0,0
Ng4,2,4,2,0,2,2,8,2,2,9,1,2,2,9,11,3,9,1,1,1,1,1,9,8,7,15,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,9,1,1,0,0,7,1,7,1,0,5,2,0,0,0,2,2,11,4,0
Sb3,4,1,2,0,3,6,8,7,6,11,2,3,11,1,10,3,9,1,1,1,1,6,9,1,3,1,1,5,3,5,7,1,3,1,0,0,0,1,0,1,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aa4,4,3,1,2,0,2,8,4,4,9,1,1,12,3,9,4,9,1,1,1,1,1,9,10,1,15,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,9,2,3,1,1,1,9,7,1,0,2,2,11,3,8,0,0,0,0,0
Ad5,0,2,0,4,4,1,8,7,1,8,2,1,8,9,11,3,9,3,3,4,3,9,9,8,7,15,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,1,9,1,1,2,4,7,4,7,4,0,5,2,0,7,9,0,0,0,0,0
Ah5,0,1,1,2,6,1,2,7,5,8,2,1,8,3,1,2,9,3,3,1,1,9,9,7,8,15,9,4,5,6,6,5,4,2,0,0,0,1,1,1,7,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,2,9,3,2,6,5,7,4,7,4,0,2,2,9,4,8,0,0,0,0,0
Cg5,0,0,1,3,6,7,8,1,1,6,2,2,6,9,11,3,9,1,1,1,1,2,9,0,0,0,0,3,5,6,7,8,2,5,4,0,0,1,1,3,7,2,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,1,9,1,1,0,0,0,0,0,0,0,5,3,1,8,11,0,0,0,0,0
Eb4,0,1,0,3,6,1,8,7,1,8,2,1,8,9,11,6,1,5,5,1,1,9,9,8,7,15,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,9,1,0,7,5,7,1,7,1,0,5,3,9,0,8,0,0,0,0,0
Eb5,0,0,0,4,6,1,8,7,2,8,2,1,8,9,11,0,0,5,3,1,1,9,9,3,3,4,2,7,6,6,7,0,4,4,4,0,0,10,0,3,7,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,3,2,0,0,0,0,0,0,0,5,2,9,0,0,6,2,9,7,9
Ef3,0,1,0,3,6,1,8,8,6,8,2,1,8,9,11,2,9,4,3,1,1,2,9,7,8,15,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ef4,0,1,1,2,6,1,8,4,6,8,2,1,8,9,11,6,1,4,4,1,1,9,9,6,4,15,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,3,5,7,1,7,1,0,5,2,9,8,8,5,3,9,8,11
Ic4,0,0,1,2,7,1,8,4,6,8,2,1,8,9,11,0,0,4,4,1,1,9,9,13,2,12,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,1,9,2,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
Ah6,1,2,0,2,6,3,8,8,2,1,2,3,1,9,11,2,9,1,1,4,3,9,9,7,8,15,9,4,3,6,6,0,4,1,2,0,0,10,3,1,3,1,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,9,3,2,0,0,0,0,0,0,0,2,2,9,4,8,0,0,0,0,0
Ig8,0,0,2,1,7,1,8,2,2,9,1,2,2,9,11,2,9,1,1,1,1,4,2,7,8,15,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nj5,0,0,0,2,8,6,8,2,2,10,2,1,10,9,11,3,9,1,1,1,1,1,9,7,8,15,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sd4,2,3,3,0,2,6,8,2,2,2,2,2,2,9,11,3,9,1,1,1,1,1,9,0,0,0,0,0,3,4,2,2,2,1,0,0,0,1,0,1,1,1,8,6,9,9,0,0,9,0,0,1,3,9,5,10,10,0,0,10,0,0,9,9,10,9,1,9,1,9,1,1,0,0,0,0,0,0,0,5,2,11,6,8,0,0,0,0,0
Eb6,0,2,0,7,1,1,8,8,2,8,2,1,8,9,11,6,1,4,4,1,1,9,9,3,3,15,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,3,0,0,0,0,0,0,0,0,2,2,6,4,6,5,2,3,7,9
Id7,7,2,1,0,0,0,0,4,6,8,2,1,8,3,1,6,1,6,4,1,1,9,9,11,6,10,5,5,1,1,1,1,2,1,1,0,0,6,0,1,1,1,1,1,9,9,0,9,0,0,6,1,2,9,9,10,10,0,9,0,0,9,9,9,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Se7,0,1,1,1,7,6,8,1,1,6,2,2,6,2,2,3,9,1,1,1,1,1,9,8,7,15,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,1,9,1,1,3,5,0,0,7,4,0,5,2,9,8,8,0,0,0,0,0
Ab15,0,1,0,3,6,1,8,5,5,9,1,1,8,9,11,6,1,4,4,1,1,9,9,6,4,5,2,5,3,6,7,4,3,3,0,0,0,6,2,1,7,2,6,1,1,9,1,6,0,0,9,1,9,1,5,3,10,9,9,0,0,10,9,10,9,9,2,9,1,9,0,0,1,1,7,4,7,4,2,2,2,9,4,8,0,0,0,0,0
Ab17,0,1,2,2,5,1,8,5,5,8,2,1,8,9,11,6,1,4,3,2,2,9,9,8,7,15,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,3,2,1,2,7,1,7,1,0,2,2,2,4,8,0,0,0,0,0
Ab20,0,1,1,3,5,1,8,5,5,10,2,1,10,9,11,0,0,1,1,4,4,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,1,9,3,3,3,5,7,0,2,0,0,2,2,3,4,8,0,0,0,0,0
Cj6,0,0,0,3,7,1,8,2,2,8,2,1,8,2,6,3,9,4,1,1,1,9,9,10,1,7,4,2,5,6,7,8,2,3,4,0,0,10,0,3,7,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,1,1,0,0,4,1,4,1,0,5,2,1,7,9,0,0,0,0,0
Ei12,0,2,1,2,5,1,8,4,6,8,2,1,8,9,11,0,0,4,4,1,1,9,9,6,4,5,2,6,3,6,7,0,3,2,2,0,0,1,4,1,7,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,1,9,3,2,1,1,0,0,7,4,0,5,4,3,9,8,0,0,0,0,0
Ei15,0,2,1,2,5,1,8,2,2,8,2,1,8,9,11,2,9,5,5,1,1,9,9,6,4,5,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ei17,0,2,1,2,5,6,8,7,2,8,2,1,8,9,11,0,0,5,5,1,1,9,9,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
If10,0,0,4,1,5,6,8,8,1,5,2,3,5,9,11,2,9,1,1,4,4,9,9,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nh14,1,1,0,1,7,6,8,8,1,5,2,3,5,1,10,3,9,1,1,3,3,9,9,8,7,15,9,1,6,6,8,6,3,1,0,0,0,1,1,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,9,1,1,0,0,0,0,0,0,0,5,2,9,7,9,0,0,0,0,0
Sc14,1,2,2,0,5,0,0,5,3,9,2,3,9,9,11,0,0,1,1,1,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,9,6,9,6,8,1,0,1,1,9,4,10,9,10,9,9,9,0,9,9,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nb12,2,3,5,0,0,4,8,8,6,12,2,1,12,3,9,4,9,1,1,1,1,1,9,7,8,15,9,4,1,1,3,0,3,1,1,5,0,1,1,1,1,1,2,6,9,6,4,9,1,1,0,1,1,9,9,10,9,9,10,9,9,0,9,9,10,10,2,9,1,9,4,3,9,9,0,0,7,1,2,5,2,3,6,3,2,1,11,8,9
Nb14,2,3,5,0,0,4,8,8,6,12,2,1,12,3,9,4,9,1,1,1,1,4,9,7,8,15,9,4,1,1,3,0,3,1,1,5,0,1,1,1,1,1,2,5,9,6,4,9,1,1,0,1,1,9,9,10,9,9,10,9,9,0,9,9,10,10,2,9,1,9,4,3,9,9,0,0,7,1,2,5,1,3,8,3,0,0,0,0,0
Nb20,2,3,5,0,0,1,8,7,5,12,2,1,12,3,9,4,9,1,1,1,1,1,9,8,7,15,9,0,1,1,7,0,3,1,1,5,0,1,1,1,1,1,2,6,9,9,0,9,1,0,0,1,1,9,9,10,10,0,10,9,0,0,9,9,10,10,4,9,1,9,4,3,5,5,0,0,7,0,3,5,1,7,8,8,0,0,0,0,0
Ad12,0,0,0,3,7,1,8,5,5,8,2,1,8,9,11,6,1,4,4,1,1,9,9,8,7,15,9,0,3,6,5,0,2,2,0,0,2,6,2,1,7,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,9,0,0,9,9,7,1,7,1,2,2,2,2,4,8,0,0,0,0,0
Cc6,0,1,0,8,1,1,8,8,5,8,2,1,8,9,11,0,0,4,1,1,1,9,9,10,1,7,4,2,2,0,1,0,3,3,4,0,0,10,1,1,6,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,4,3,0,0,1,9,4,1,0,5,2,6,9,6,0,0,0,0,0
Af12,0,1,0,1,8,1,8,8,5,0,0,0,0,0,0,2,9,1,1,4,4,9,9,0,0,0,0,1,3,4,7,0,3,3,0,0,0,1,0,1,3,1,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,3,2,0,0,3,2,3,1,0,5,2,2,0,8,0,0,0,0,0
Aj10,1,1,0,3,5,1,2,5,5,9,1,1,8,9,11,3,9,4,4,1,1,9,9,0,0,0,0,6,3,6,6,0,3,2,2,0,0,1,5,1,3,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,9,1,1,0,0,0,0,7,1,4,5,0,3,0,8,0,0,0,0,0
Cb10,1,1,0,1,7,1,2,7,5,9,1,1,8,9,11,6,2,4,4,1,1,9,9,8,7,15,9,4,3,6,6,3,4,2,0,0,0,5,2,1,7,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,9,3,2,0,0,7,4,7,4,6,2,0,9,4,8,0,0,0,0,0
Cc7,0,0,0,9,1,1,8,2,2,8,2,1,8,9,11,2,9,5,1,1,1,9,9,10,1,7,4,2,2,0,1,0,3,2,4,0,0,4,1,1,6,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,9,4,3,0,0,0,0,4,1,2,5,2,6,1,6,5,2,9,7,9
Ia8,0,1,0,2,7,2,8,1,1,12,2,1,12,3,9,1,9,1,1,1,1,2,9,12,5,15,9,3,6,6,7,5,3,1,0,0,0,1,2,1,7,1,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,9,1,1,9,9,5,1,5,1,6,5,3,3,9,8,0,0,0,0,0
Aa8,5,4,1,0,0,2,8,2,2,9,1,2,2,9,11,0,0,1,1,1,1,1,9,10,1,15,9,4,1,1,1,1,2,1,0,0,0,1,0,1,1,1,1,6,9,9,0,9,9,0,6,1,0,9,9,10,10,0,10,10,0,9,0,0,10,10,1,9,1,9,1,1,0,0,0,0,0,0,0,1,2,11,5,7,1,2,11,5,8
Ah10,0,1,0,2,7,1,2,8,5,8,2,1,8,9,11,5,9,3,3,1,1,9,9,0,0,0,0,4,3,6,7,4,3,2,3,0,0,10,0,1,3,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,9,3,3,4,5,0,0,7,4,0,2,2,2,4,11,0,0,0,0,0
Ce2,0,0,1,4,5,6,8,6,1,10,2,1,10,2,6,1,9,1,1,1,1,1,9,10,1,15,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,1,9,1,0,6,5,0,0,0,0,0,5,3,1,8,11,0,0,0,0,0
Ng9,0,1,1,1,7,6,8,2,2,6,2,2,6,9,11,0,0,1,1,1,1,1,9,10,1,15,9,3,5,6,5,0,0,0,0,5,0,1,1,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,9,1,1,0,0,5,1,5,1,0,0,0,0,0,0,0,0,0,0,0
Na43,0,4,6,0,0,6,8,7,2,12,2,1,12,3,9,3,9,1,1,1,1,2,9,10,1,15,9,0,1,1,2,1,3,1,1,0,0,1,1,1,1,1,2,6,9,9,6,0,8,0,9,1,2,9,9,10,10,9,0,9,0,10,9,9,10,10,1,9,1,9,1,1,0,0,0,0,0,0,0,2,2,11,2,10,5,2,11,0,5
Na44,0,6,4,0,0,6,8,2,2,9,1,1,12,3,9,3,9,1,1,1,1,2,9,12,5,15,9,3,1,1,2,1,2,1,0,0,0,1,0,1,1,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,9,1,1,7,5,0,0,0,0,6,2,2,11,2,10,0,0,0,0,0
Nc16,4,3,3,0,0,6,8,7,2,9,1,1,10,9,11,3,9,1,1,1,1,1,9,8,7,15,9,4,1,1,2,0,3,1,2,5,0,1,0,1,1,1,1,6,9,9,0,9,0,0,5,1,2,9,9,10,10,0,10,0,0,9,9,9,10,10,1,9,1,9,1,1,1,1,0,0,0,0,0,2,1,11,4,4,0,0,0,0,0
Nc21,4,3,3,0,0,6,8,7,1,0,0,0,0,0,0,3,9,1,1,1,1,1,9,8,7,15,9,6,1,1,2,0,3,1,0,5,0,1,0,1,1,1,1,6,9,1,0,9,0,0,0,1,0,9,9,10,9,0,10,0,9,0,9,0,10,10,2,9,1,9,1,1,7,5,1,9,1,9,0,2,2,11,2,8,0,0,0,0,0
Nc26,5,3,2,0,0,6,8,8,2,8,2,1,8,9,11,0,0,6,6,1,1,9,9,0,0,0,0,0,1,1,3,3,3,1,0,5,0,1,0,1,1,1,1,1,9,8,1,9,9,0,6,1,0,9,9,10,9,9,10,10,0,9,9,0,10,10,2,9,1,9,1,1,1,1,1,9,5,0,0,2,2,11,2,8,5,1,8,9,8
Nc28,4,1,5,0,0,6,8,8,2,9,1,1,10,9,11,3,9,3,3,1,1,9,9,0,0,0,0,0,1,1,3,0,3,1,0,5,0,1,0,1,1,1,2,1,9,6,1,9,8,0,0,1,0,9,9,10,9,9,10,9,0,0,9,0,10,10,2,9,1,9,1,1,1,1,0,0,5,0,0,2,2,11,2,8,0,0,0,0,0
Ah25,0,1,0,2,7,1,8,8,5,8,2,1,8,9,11,2,9,4,3,1,1,9,9,8,7,15,9,0,3,6,7,0,3,1,0,0,0,0,1,1,3,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,9,3,2,0,0,0,0,0,0,0,2,2,9,4,8,5,2,9,9,8
Nd16,3,3,4,0,0,6,8,2,2,10,2,1,10,9,11,3,9,1,1,1,1,1,9,8,7,15,9,0,1,1,2,0,2,1,0,5,3,1,1,1,4,1,2,6,9,8,6,9,8,0,6,1,1,0,9,10,9,9,10,9,0,9,9,9,0,10,1,9,1,9,2,3,0,0,0,0,0,0,0,2,1,11,4,9,3,1,11,8,7
Nd17,3,3,4,0,0,4,8,2,2,11,2,3,11,1,10,3,9,1,1,1,1,1,9,8,7,15,9,4,1,1,2,0,2,1,0,5,3,1,0,1,1,1,2,6,9,9,6,0,8,0,6,1,1,9,9,10,10,9,0,9,0,9,9,9,10,10,2,9,1,9,2,3,0,0,0,0,0,0,0,2,1,11,4,9,5,1,7,8,7
Nd21,4,3,3,0,0,6,8,2,2,9,1,2,2,9,11,0,0,1,1,1,1,1,9,7,8,15,9,0,1,1,2,0,2,1,0,5,3,1,1,1,1,1,1,6,9,4,4,9,9,6,5,1,1,9,9,10,9,9,10,10,9,9,9,9,10,10,1,9,1,9,1,1,7,5,0,0,0,0,0,2,2,11,4,8,0,0,0,0,0
Nd23,5,3,2,0,0,6,8,2,2,2,2,2,2,9,11,0,0,1,1,1,1,1,9,7,8,15,9,0,1,1,2,0,2,1,0,5,0,1,1,1,1,1,1,6,9,4,5,9,9,1,5,1,1,9,9,10,9,9,10,10,9,9,9,9,10,10,1,9,1,9,1,1,7,5,0,0,0,0,0,2,2,11,2,8,0,0,0,0,0
Nd25,5,3,2,0,0,6,8,2,2,11,2,3,11,1,10,0,0,1,1,1,1,1,9,7,8,15,9,4,1,1,2,0,2,1,0,5,3,1,1,1,1,1,1,6,9,4,4,9,9,1,5,1,2,9,9,10,9,9,10,10,9,9,9,9,10,10,1,9,1,9,1,1,7,5,0,0,0,0,0,2,2,11,2,8,0,0,0,0,0
Nd26,6,3,1,0,0,6,8,1,1,9,1,2,2,9,11,0,0,1,1,1,1,1,9,7,8,15,9,0,1,1,2,1,2,1,1,5,0,1,1,1,1,1,1,6,9,9,4,9,1,3,6,1,1,9,9,10,10,9,10,9,9,9,9,9,10,10,1,9,1,9,1,1,0,0,1,9,1,9,0,2,2,11,2,8,5,2,8,7,8
Nd28,6,3,1,0,0,6,8,2,2,2,2,2,2,9,11,0,0,1,1,1,1,1,9,7,8,15,9,0,1,1,2,0,2,1,0,5,4,1,0,1,1,1,1,6,9,4,5,9,9,4,5,1,1,9,9,10,9,9,10,10,9,9,9,9,10,10,1,9,1,9,1,1,7,5,0,0,1,0,0,2,2,11,2,7,2,2,11,4,4
Nd29,6,3,1,0,0,6,8,2,2,9,1,2,2,9,11,3,9,1,1,1,1,1,9,7,8,15,9,4,1,1,2,1,2,1,0,5,2,1,1,1,1,1,1,6,9,1,1,6,9,1,5,1,8,9,9,10,9,9,9,10,9,9,9,9,10,10,1,9,1,9,1,1,1,1,1,9,0,0,0,2,2,11,2,8,2,2,11,4,8
Nd31,6,3,0,0,1,6,8,2,2,9,1,1,10,2,6,3,9,1,1,1,1,1,9,7,8,15,9,4,2,6,2,1,2,1,0,5,0,1,1,1,1,1,1,6,9,8,8,8,9,0,5,1,9,9,0,10,9,9,9,10,0,9,9,10,10,0,1,9,1,9,1,1,1,1,0,0,1,9,0,2,1,11,4,8,0,0,0,0,0
Nd33,8,2,0,0,0,6,8,2,2,2,2,2,2,9,11,3,9,1,1,1,1,1,9,7,8,15,9,4,1,1,2,1,2,1,0,5,2,1,1,1,1,1,1,6,9,4,1,6,9,0,5,1,9,9,9,10,9,9,9,10,0,9,9,10,10,10,1,9,1,9,1,1,1,1,1,9,1,9,0,2,2,11,4,8,2,2,11,2,8
Nd34,6,4,0,0,0,6,8,2,2,2,2,2,2,9,11,0,0,1,1,1,1,1,9,7,8,15,9,4,1,1,2,1,2,1,0,5,0,1,1,1,1,1,1,6,9,8,1,6,9,1,5,1,9,9,9,10,9,9,9,10,9,9,9,10,10,10,1,9,1,9,1,1,1,1,0,0,1,9,0,2,2,11,4,8,2,2,11,2,8
Nd35,6,3,0,0,1,2,8,2,2,9,1,1,12,3,9,3,9,1,1,1,1,1,9,7,8,15,9,4,2,0,2,1,2,1,0,5,0,1,1,1,1,1,1,6,9,6,1,1,9,1,5,1,1,9,4,10,9,9,9,10,9,9,9,9,10,9,1,9,1,9,1,1,0,0,0,0,1,9,0,2,2,11,4,4,0,0,0,0,0
