xd_id,xd_name,iso_6933,N_iso_shared,glottocode,DND.TempVsFinal,DND.glottocodeNotes,DND.glottocodeEditor,GlottoMaxParentID,GlottoMaxParentName,GlottoMaxParentLevel,EthnologueLangFam
xd1157,Kidutokado,pao,11,nort1551,TEMP,TEMP_dialect_level_but_rough,1,utoa1244,Uto-Aztecan,family,
xd1158,Sawakudokwa,pao,11,nort1551,TEMP,TEMP_dialect_level_but_rough,1,utoa1244,Uto-Aztecan,family,
xd1154,Tagotoka,pao,11,nort1551,TEMP,TEMP_dialect_level_but_rough,1,utoa1244,Uto-Aztecan,family,
xd1155,Wadadokado,pao,11,nort1551,TEMP,TEMP_dialect_level_but_rough,1,utoa1244,Uto-Aztecan,family,
xd1160,Kuyuidokado,pao,11,sout2967,TEMP,TEMP_dialect_level_but_rough,1,utoa1244,Uto-Aztecan,family,
xd989,Mono Lake Paiute,pao,11,sout2967,TEMP,TEMP_dialect_level_but_rough,1,utoa1244,Uto-Aztecan,family,
xd1161,Toedokado,pao,11,sout2967,TEMP,TEMP_dialect_level_but_rough,1,utoa1244,Uto-Aztecan,family,
xd992,Wadatkuht,pao,11,sout2967,TEMP,TEMP_dialect_level_but_rough,1,utoa1244,Uto-Aztecan,family,
xd1167,Beatty,par,3,pana1305,final,final,1,utoa1244,Uto-Aztecan,family,
xd1165,Koso Mountain Shoshoni,par,3,pana1305,final,final,1,utoa1244,Uto-Aztecan,family,
xd1166,Panamint,par,3,pana1305,final,final,1,utoa1244,Uto-Aztecan,family,
xd824,Palauans,pau,1,pala1344,final,final,1,aust1307,Austronesian,family,
xd1240,Pawnee,paw,1,pawn1254,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,cadd1255,Caddoan,family,
xd1330,Paraujano,pbg,1,para1316,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,araw1281,Arawakan,family,
xd1339,Panare,pbh,1,enap1235,final,final,1,cari1283,Cariban,family,
xd330,Podokwo,pbi,1,park1239,final,final,1,afro1255,Afro-Asiatic,family,
xd256,Pepel,pbo,1,pape1239,final,final,1,atla1278,Atlantic-Congo,family,
xd598,Afghans,pbu,3,dura1243,final,final,3,indo1319,Indo-European,family,
xd601,Pathan,pbu,3,ghil1238,final,final,3,indo1319,Indo-European,family,
xd604,Nuri,pbu,3,nort2648,final,final,3,indo1319,Indo-European,family,
xd910,Paliyans,pcf,1,mala1462,final,final,1,drav1251,Dravidian,family,
xd1116,Eastern Pomo,peb,1,east2545,final,final,1,pomo1273,Pomoan,family,
xd1290,Chichimec,pei,1,chic1272,final,final,1,otom1299,Otomanguean,family,
xd1115,Northern Pomo,pej,1,nort2966,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,pomo1273,Pomoan,family,
xd44,Pende,pem,1,phen1239,final,final,1,atla1278,Atlantic-Congo,family,
xd1117,Southern Pomo,peq,1,sout2984,final,final,1,pomo1273,Pomoan,family,
xd605,Basseri,pes,2,bass1257,TEMP,"final, though may be over-resolved",2,indo1319,Indo-European,family,
xd608,Iranians,pes,2,tehr1242,TEMP,"final, though may be over-resolved",2,indo1319,Indo-European,family,
xd1351,Piaroa,pid,1,piar1243,final,final,1,sali1297,Saliban,family,
xd1343,Piapoco,pio,1,piap1246,final,final,1,araw1281,Arawakan,family,
xd960,Pintubi,piu,1,pint1250,final,final,1,pama1250,Pama-Nyungan,family,
xd89,Pimbwe,piw,1,pimb1238,final,final,1,atla1278,Atlantic-Congo,family,
xd967,Pitjandjara,pjt,1,nucl1331,final,final,1,pama1250,Pama-Nyungan,family,
xd102,Pokomo,pkb,1,poko1261,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd399,Plains Suk,pko,2,east2420,final,final,3,nilo1247,Nilotic,family,
xd402,Hill Suk,pko,2,west2492,final,final,3,nilo1247,Nilotic,family,
xd882,Pukapukans,pkp,1,puka1242,final,final,1,aust1307,Austronesian,family,
xd705,Palaung,pll,1,shwe1236,final,final,1,aust1305,Austroasiatic,family,
xd687,Betsileo,plt,4,bets1235,TEMP,"final, though may be over-resolved",2,aust1307,Austronesian,family,
xd688,Merina,plt,4,meri1243,TEMP,"final, though may be over-resolved",2,aust1307,Austronesian,family,
xd928,Mikea,plt,4,tana1285,TEMP,"final, though may be over-resolved",2,aust1307,Austronesian,family,
xd689,Tanala,plt,4,tana1285,TEMP,"final, though may be over-resolved",2,aust1307,Austronesian,family,
xd1355,Palikur,plu,1,pali1279,final,final,1,araw1281,Arawakan,family,
xd900,Batek,plw,1,bata1301,final,final,1,aust1307,Austronesian,family,
xd894,Raroians,pmt,1,tuam1242,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,aust1307,Austronesian,family,
xd600,Punjabi,pnb,1,west2386,final,final,1,indo1319,Indo-European,family,
xd890,Tongarevans,pnh,1,penr1237,final,final,1,aust1307,Austronesian,family,
xd1317,Pokomam,poc,1,poqo1253,final,final,1,maya1287,Mayan,family,
xd145,Topoke,pof,1,poke1238,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd1302,Popoluca,poi,1,high1276,final,final,1,mixe1284,Mixe-Zoque,family,
xd836,Ponapeans,pon,1,pohn1238,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,aust1307,Austronesian,family,
xd539,Brazilians,por,2,braz1246,TEMP,"final, though may be over-resolved",2,indo1319,Indo-European,family,
xd529,Portuguese,por,2,gali1257,TEMP,"final, though may be over-resolved",2,indo1319,Indo-European,family,
xd1059,Potawatomi,pot,1,pota1247,final,final,1,algi1248,Algic,family,
xd712,Purum,pub,1,puru1266,final,final,1,sino1245,Sino-Tibetan,family,
xd1121,Patwin,pwi,1,patw1250,final,final,1,wint1258,Wintuan,family,
xd746,Paiwan,pwn,1,paiw1248,final,final,1,aust1307,Austronesian,family,
xd713,Karen,pwo,1,pwow1235,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,sino1245,Sino-Tibetan,family,
xd734,Puyuma,pyu,1,puyu1239,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,aust1307,Austronesian,family,
xd919,Calusa,q9j,1,calu1239,final,final,1,uncl1493,Unclassifiable,family,
xd1313,Quiche,quc,1,kich1262,final,final,1,maya1287,Mayan,family,
xd1077,Quileute,qui,1,quil1240,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,chim1311,Chimakuan,family,
xd1085,Quinault,qun,1,lowe1426,final,final,1,sali1255,Salishan,family,
xd1374,Inca,quz,1,cusc1236,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,quec1387,Quechuan,family,
xd599,Quahgai,qxq,1,qash1240,final,final,1,turk1311,Turkic,family,
xd717,Rhade,rad,1,rade1240,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,aust1307,Austronesian,family,
xd1412,Ramcocamecra,ram,1,cane1242,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,nucl1710,Nuclear-Macro-Je,family,
xd794,Kimam,ran,1,rian1263,final,final,1,kolo1268,Kolopom,family,
xd898,Easter Island,rap,1,rapa1244,final,final,1,aust1307,Austronesian,family,
xd889,Mangaians,rar,1,raro1241,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,aust1307,Austronesian,family,
xd107,Kara,reg,1,kara1481,final,final,1,atla1278,Atlantic-Congo,family,
xd304,Reshe,res,1,resh1242,final,final,1,atla1278,Atlantic-Congo,family,
xd521,Riffians,rif,1,tari1263,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,afro1255,Afro-Asiatic,family,
xd94,Turu,rim,1,nyat1246,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd893,Manihikians,rkh,1,raka1237,final,final,1,aust1307,Austronesian,family,
xd715,Mogh,rki,1,rakh1245,final,final,1,sino1245,Sino-Tibetan,family,
xd547,Romanians,ron,2,baya1254,TEMP,"final, though may be over-resolved",2,indo1319,Indo-European,family,
xd563,Moldovans,ron,2,mold1247,TEMP,"final, though may be over-resolved",2,indo1319,Indo-European,family,
xd872,Rotumans,rtm,1,rotu1241,final,final,1,aust1307,Austronesian,family,
xd81,Luguru,ruf,1,lugu1238,final,final,1,atla1278,Atlantic-Congo,family,
xd184,Rundi,run,1,rund1242,final,final,1,atla1278,Atlantic-Congo,family,
xd548,Russians,rus,1,russ1263,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,indo1319,Indo-European,family,
xd127,Amba,rwm,1,amba1263,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd963,Karuwali,rxw,1,karr1236,final,final,1,pama1250,Pama-Nyungan,family,
xd640,Ishigakians,rys,1,ishi1240,TEMP,"final, though may be over-resolved",2,japo1237,Japonic,family,
xd650,Okinawans,ryu,1,cent2126,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,japo1237,Japonic,family,
xd1241,Fox,sac,1,mesk1242,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,algi1248,Algic,family,
xd628,Yakut,sah,1,yaku1245,final,final,1,turk1311,Turkic,family,
xd665,Aryans,san,1,sans1269,final,final,1,indo1319,Indo-European,family,
xd405,Samburu,saq,1,cham1311,final,final,1,nilo1247,Nilotic,family,
xd661,Santal,sat,1,sant1410,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,aust1305,Austroasiatic,family,
xd869,Bunlap,sax,1,saaa1241,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,aust1307,Austronesian,family,
xd860,Simboese,sbb,1,simb1256,final,final,1,aust1307,Austronesian,family,
xd265,Samo,sbd,1,toma1246,final,final,1,mand1469,Mande,family,
xd84,Safwa,sbk,1,safw1238,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd91,Sangu,sbp,1,sang1330,final,final,1,atla1278,Atlantic-Congo,family,
xd657,Dard,scl,1,shin1264,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,indo1319,Indo-European,family,
xd1009,Hare,scs,3,nort2942,final,final,1,atha1245,Athapaskan-Eyak-Tlingit,family,
xd1007,Mountain,scs,3,nort2942,final,final,1,atha1245,Athapaskan-Eyak-Tlingit,family,
xd1033,Satudene,scs,3,nort2942,final,final,1,atha1245,Athapaskan-Eyak-Tlingit,family,
xd767,Toradja,sda,1,tora1261,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,aust1307,Austronesian,family,
xd42,Sundi,sdj,1,suun1239,final,final,1,atla1278,Atlantic-Congo,family,
xd721,Senoi,sea,1,sema1266,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,aust1305,Austroasiatic,family,
xd1245,Iroquois,see,1,sene1264,final,final,1,iroq1247,Iroquoian,family,
xd269,Senufo,sef,1,ceba1235,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd67,Sena,seh,1,nucl1396,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd1044,Sekani,sek,1,seka1250,final,final,1,atha1245,Athapaskan-Eyak-Tlingit,family,
xd619,Selkup,sel,1,selk1253,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,ural1272,Uralic,family,
xd1130,Serrano,ser,1,serr1255,final,final,1,utoa1244,Uto-Aztecan,family,
xd706,Chin,sez,1,sent1260,final,final,1,sino1245,Sino-Tibetan,family,
xd414,Kipsigis,sgc,1,kips1239,final,final,1,nilo1247,Nilotic,family,
xd758,Punan1,sge,1,sega1243,TEMP,TEMP_iso_level_but_many_to_many,1,aust1307,Austronesian,family,
xd456,Gurage,sgw,1,seba1251,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,afro1255,Afro-Asiatic,family,
xd1358,Shiriana,shb,1,nina1238,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,yano1260,Yanomam,family,
xd54,Luwa,shc,1,sond1250,final,final,1,atla1278,Atlantic-Congo,family,
xd451,Shako,she,1,shek1245,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,dizo1235,Dizoid,family,
xd1183,Gosiute,shh,18,gosi1242,Final,Final,2,utoa1244,Uto-Aztecan,family,
xd1182,Agaiduka,shh,18,nort2955,TEMP,TEMP_dialect_level_but_rough,1,utoa1244,Uto-Aztecan,family,
xd1180,Bohogue,shh,18,nort2955,TEMP,TEMP_dialect_level_but_rough,1,utoa1244,Uto-Aztecan,family,
xd1185,Hukundika,shh,18,nort2955,TEMP,TEMP_dialect_level_but_rough,1,utoa1244,Uto-Aztecan,family,
xd1181,Tukudika,shh,18,nort2955,TEMP,TEMP_dialect_level_but_rough,1,utoa1244,Uto-Aztecan,family,
xd1201,Wind River,shh,18,nort2955,TEMP,TEMP_dialect_level_but_rough,1,utoa1244,Uto-Aztecan,family,
xd1177,Elko Shoshoni,shh,18,west2622,TEMP,TEMP_dialect_level_but_rough,1,utoa1244,Uto-Aztecan,family,
xd1172,Ely Shoshoni,shh,18,west2622,TEMP,TEMP_dialect_level_but_rough,1,utoa1244,Uto-Aztecan,family,
xd988,Kawich Mountain Shoshoni,shh,18,west2622,TEMP,TEMP_dialect_level_but_rough,1,utoa1244,Uto-Aztecan,family,
xd1168,Lida Shoshoni,shh,18,west2622,TEMP,TEMP_dialect_level_but_rough,1,utoa1244,Uto-Aztecan,family,
xd1169,Mahaguaduka,shh,18,west2622,TEMP,TEMP_dialect_level_but_rough,1,utoa1244,Uto-Aztecan,family,
xd1171,Railroad Valley Shoshoni,shh,18,west2622,TEMP,TEMP_dialect_level_but_rough,1,utoa1244,Uto-Aztecan,family,
xd995,Spring Valley Shoshoni,shh,18,west2622,TEMP,TEMP_dialect_level_but_rough,1,utoa1244,Uto-Aztecan,family,
xd1175,Tubaduka,shh,18,west2622,TEMP,TEMP_dialect_level_but_rough,1,utoa1244,Uto-Aztecan,family,
xd1176,Wadaduka,shh,18,west2622,TEMP,TEMP_dialect_level_but_rough,1,utoa1244,Uto-Aztecan,family,
xd1178,White Knife Shoshoni,shh,18,west2622,TEMP,TEMP_dialect_level_but_rough,1,utoa1244,Uto-Aztecan,family,
xd1170,Wiyambituka,shh,18,west2622,TEMP,TEMP_dialect_level_but_rough,1,utoa1244,Uto-Aztecan,family,
xd1179,Yahanduka,shh,18,west2622,TEMP,TEMP_dialect_level_but_rough,1,utoa1244,Uto-Aztecan,family,
xd493,Drawa,shi,2,susi1238,final,final,1,afro1255,Afro-Asiatic,family,
xd523,Shluh,shi,2,susi1238,final,final,1,afro1255,Afro-Asiatic,family,
xd380,Shilluk,shk,1,shil1265,final,final,1,nilo1247,Nilotic,family,
xd1373,Conibo,shp,1,ship1254,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,pano1256,Panoan,family,
xd131,Bashi,shr,1,shii1238,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd1143,Shuswap,shs,1,shus1248,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,sali1255,Salishan,family,
xd1093,Shasta,sht,1,shas1239,final,final,1,shas1238,Shastan,family,
xd463,Hemat,shu,2,bath1248,TEMP,"final, though may be over-resolved",2,afro1255,Afro-Asiatic,family,
xd465,Shuwa,shu,2,char1283,TEMP,"final, though may be over-resolved",2,afro1255,Afro-Asiatic,family,
xd526,Shawiya,shy,1,tach1249,final,final,1,afro1255,Afro-Asiatic,family,
xd422,Sidamo,sid,1,sida1246,final,final,1,afro1255,Afro-Asiatic,family,
xd278,Isala,sil,1,tumu1242,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd692,Sinhalese,sin,1,rodi1239,final,final,1,indo1319,Indo-European,family,
xd841,Siuai,siw,1,bait1248,final,final,1,sout2948,South Bougainville,family,
xd500,Siwans,siz,1,siwi1239,final,final,1,afro1255,Afro-Asiatic,family,
xd1233,Shawnee,sjw,1,shaw1249,final,final,1,algi1248,Algic,family,
xd694,Sakalava,skg,1,saka1291,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,aust1307,Austronesian,family,
xd49,Sakata,skt,1,saka1287,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd1076,Puyallup,slh,1,sout2965,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,sali1255,Salishan,family,
xd769,Ili-Mandiri,slp,1,lama1277,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,aust1307,Austronesian,family,
xd768,Tanimbarese,slu,1,kand1302,final,final,1,aust1307,Austronesian,family,
xd23,Kisama,smd,1,sama1300,final,final,1,atla1278,Atlantic-Congo,family,
xd544,Lapps,smj,1,lule1254,final,final,1,ural1272,Uralic,family,
xd876,Samoans,smo,2,samo1305,final,final,1,aust1307,Austronesian,family,
xd880,Upolu,smo,2,samo1305,final,final,1,aust1307,Austronesian,family,
xd762,Sumbawanese,smw,1,sumb1241,final,final,1,aust1307,Austronesian,family,
xd19,Shona,sna,1,shon1251,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd596,Sindhi,snd,1,sind1272,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,indo1319,Indo-European,family,
xd137,Yeke,sng,1,sang1331,final,final,1,atla1278,Atlantic-Congo,family,
xd261,Soninke,snk,1,soni1259,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,mand1469,Mande,family,
xd793,Siane,snp,1,sian1257,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,nucl1709,Nuclear Trans New Guinea,family,
xd868,Seniang,sns,1,sout2857,final,final,1,aust1307,Austronesian,family,
xd129,Songola,sod,1,song1300,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd416,Esa,som,2,nort3051,TEMP,"final, though may be over-resolved",2,afro1255,Afro-Asiatic,family,
xd426,Somali,som,2,nort3051,TEMP,"final, though may be over-resolved",2,afro1255,Afro-Asiatic,family,
xd50,Songo,soo,1,song1299,final,final,1,atla1278,Atlantic-Congo,family,
xd136,Songe,sop,1,song1303,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd31,Sotho,sot,1,sout2807,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd108,Sonjo,soz,1,temi1247,final,final,1,atla1278,Atlantic-Congo,family,
xd533,Spaniards,spa,1,stan1288,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,indo1319,Indo-European,family,
xd1072,Squamish,squ,1,squa1248,final,final,1,sali1255,Salishan,family,
xd1349,Saramacca,srm,1,sara1340,final,final,1,indo1319,Indo-European,family,
xd546,Serbs,srp,1,serb1264,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,indo1319,Indo-European,family,
xd1362,Siriono,srq,1,siri1273,final,final,1,tupi1275,Tupian,family,
xd258,Serer,srr,1,sere1260,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd1226,Sarsi,srs,1,sars1236,final,final,1,atha1245,Athapaskan-Eyak-Tlingit,family,
xd736,Badjau Tawi-Tawi,ssb,1,indo1317,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,aust1307,Austronesian,family,
xd21,Swazi,ssw,1,swat1243,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd1074,Lummi,str,1,stra1244,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,sali1255,Salishan,family,
xd41,Suku,sub,1,suku1259,final,final,1,atla1278,Atlantic-Congo,family,
xd90,Sukuma,suk,1,suku1261,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd396,Suri,suq,1,suri1267,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,surm1244,Surmic,family,
xd262,Susu,sus,1,susu1250,final,final,1,mand1469,Mande,family,
xd117,Sumbwa,suw,1,sumb1240,final,final,1,atla1278,Atlantic-Congo,family,
xd585,Svan,sva,1,svan1243,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,kart1248,Kartvelian,family,
xd76,Bajun,swh,2,baju1245,TEMP,"final, though may be over-resolved",2,atla1278,Atlantic-Congo,family,
xd97,Hadimu,swh,2,pemb1239,final,final,1,atla1278,Atlantic-Congo,family,
xd846,Dahuni,swp,1,suau1242,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,aust1307,Austronesian,family,
xd744,Subanun,syb,1,east2481,final,final,1,aust1307,Austronesian,family,
xd1354,Tapirape,taf,1,tapi1254,final,final,1,tupi1275,Tupian,family,
xd897,Tahitians,tah,1,tahi1242,final,final,1,aust1307,Austronesian,family,
xd678,Tamil,tam,1,tami1289,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,drav1251,Dravidian,family,
xd737,Yami,tao,1,yami1254,final,final,1,aust1307,Austronesian,family,
xd61,Shila,tap,1,shil1264,final,final,1,atla1278,Atlantic-Congo,family,
xd490,Ifora,taq,3,tadh1242,final,final,3,afro1255,Afro-Asiatic,family,
xd502,Antessar,taq,3,timb1263,TEMP,"final, though may be over-resolved",2,afro1255,Afro-Asiatic,family,
xd491,Udalan,taq,3,timb1263,final,final,3,afro1255,Afro-Asiatic,family,
xd1286,Tarahumara,tar,1,cent2131,final,final,1,utoa1244,Uto-Aztecan,family,
xd558,Kazan tatar,tat,2,midd1325,final,final,3,turk1311,Turkic,family,
xd561,Lithuanian Tatar,tat,2,west2405,TEMP,"final, though may be over-resolved",2,turk1311,Turkic,family,
xd1026,Nabesna,tau,1,uppe1437,final,final,1,atha1245,Athapaskan-Eyak-Tlingit,family,
xd732,Atayal,tay,1,atay1247,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,aust1307,Austronesian,family,
xd370,Ingassana,tbi,1,gaam1241,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,east2386,Eastern Jebel,family,
xd747,Tagbanua,tbw,1,tagb1258,final,final,1,aust1307,Austronesian,family,
xd290,Somba,tbz,1,dita1238,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd1366,Tucuna,tca,1,ticu1245,final,final,1,ticu1244,Ticuna-Yuri,family,
xd404,Tatoga,tcc,1,dato1239,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,nilo1247,Nilotic,family,
xd680,Toda,tcx,1,toda1252,final,final,1,drav1251,Dravidian,family,
xd699,Thado,tcz,1,thad1238,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,sino1245,Sino-Tibetan,family,
xd693,Antandroy,tdx,1,tand1256,final,final,1,aust1307,Austronesian,family,
xd1386,Tehuelche,teh,1,tehu1242,final,final,1,chon1288,Chonan,family,
xd673,Telugu,tel,1,telu1262,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,drav1251,Dravidian,family,
xd238,Temne,tem,1,timn1235,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,atla1278,Atlantic-Congo,family,
xd384,Teso,teo,1,teso1249,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,nilo1247,Nilotic,family,
xd1389,Terena,ter,1,tere1279,final,final,1,araw1281,Arawakan,family,
xd765,Belu,tet,1,tetu1246,final,final,1,aust1307,Austronesian,family,
xd1270,Hano,tew,3,hano1247,TEMP,"final, though may be over-resolved",2,kiow1265,Kiowa-Tanoan,family,
xd1261,Tewa,tew,3,hano1247,TEMP,"final, though may be over-resolved",2,kiow1265,Kiowa-Tanoan,family,
xd1277,Santa Clara,tew,3,sant1421,TEMP,"final, though may be over-resolved",2,kiow1265,Kiowa-Tanoan,family,
xd373,Tullishi,tey,1,tuli1249,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,kadu1256,Kadugli-Krongo,family,
xd1042,Tanaina,tfn,1,tana1289,final,final,1,atha1245,Athapaskan-Eyak-Tlingit,family,
xd731,Siamese,tha,1,khor1272,final,final,1,taik1256,Tai-Kadai,family,
xd1142,Thompson,thp,1,thom1243,final,final,1,sali1255,Salishan,family,
xd1043,Tahltan,tht,1,tahl1239,final,final,1,atha1245,Athapaskan-Eyak-Tlingit,family,
xd489,Azjer,thv,2,ghat1242,TEMP,"final, though may be over-resolved",2,afro1255,Afro-Asiatic,family,
xd506,Tuareg Ahaggar,thv,2,hogg1238,TEMP,"final, though may be over-resolved",2,afro1255,Afro-Asiatic,family,
xd508,Zekara,tia,1,tidi1241,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,afro1255,Afro-Asiatic,family,
xd372,Tira,tic,1,tira1254,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,heib1242,Heiban,family,
xd815,Star Mountain,tif,1,tifa1245,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,nucl1709,Nuclear Trans New Guinea,family,
xd444,Beni Amer,tig,2,mans1267,final,final,1,afro1255,Afro-Asiatic,family,
xd446,Tigre,tig,2,mans1267,final,final,1,afro1255,Afro-Asiatic,family,
xd177,Ndob,tik,2,band1349,final,final,3,atla1278,Atlantic-Congo,family,
xd180,Tikar,tik,2,tige1238,final,final,3,atla1278,Atlantic-Congo,family,
xd1080,Tillamook,til,1,till1254,final,final,1,sali1255,Salishan,family,
xd437,Tigrinya,tir,1,tigr1271,final,final,1,afro1255,Afro-Asiatic,family,
xd320,Tiv,tiv,1,tivv1240,final,final,1,atla1278,Atlantic-Congo,family,
xd1260,Isleta,tix,1,sout2961,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,kiow1265,Kiowa-Tanoan,family,
xd977,Tjapwurong,tjw,1,west2443,final,final,1,pama1250,Pama-Nyungan,family,
xd695,Antaisaka,tkg,1,tesa1236,final,final,1,aust1307,Austronesian,family,
xd885,Tokelau,tkl,1,toke1240,final,final,1,aust1307,Austronesian,family,
xd881,Tikopia,tkp,1,tiko1237,final,final,1,aust1307,Austronesian,family,
xd760,Tobelorese,tlb,1,tobe1252,TEMP,"final for now, assigned language-level code bc only society for language, but maybe possible to further resolve",1,nort2923,North Halmahera,family,
xd1082,Tlingit,tli,1,tlin1245,final,final,1,atha1245,Athapaskan-Eyak-Tlingit,family,
xd144,Tetela,tll,1,tete1250,final,final,1,atla1278,Atlantic-Congo,family,
xd814,Samarokena,tmj,1,sama1240,final,final,1,kwer1242,Kwerbic,family,
xd590,Babylonians,tmr,1,jewi1240,final,final,1,afro1255,Afro-Asiatic,family,
xd1333,Taino,tnq,1,tain1254,final,final,1,araw1281,Arawakan,family,
