ISO 693-3 code,Language name,FAMILY-CORRECTED,Classification,Class1,Class2,Class3,,,
wpc,Maco,Sálivan,"Sálivan, Piaroa-Maco",Sálivan,Piaroa-Maco,,,,
agg,Angor,Senagi,Senagi,Senagi,,,,,
kbv,Dera,Senagi,Senagi,Senagi,,,,,
aau,Abau,Sepik,"Sepik, Abau",Sepik,Abau,,,,
aad,Amal,Sepik,"Sepik, Iwam",Sepik,Iwam,,,,
iwm,Iwam,Sepik,"Sepik, Iwam",Sepik,Iwam,,,,
iws,"Iwam, Sepik",Sepik,"Sepik, Iwam",Sepik,Iwam,,,,
ppq,Pei,Sepik,"Sepik, Leonhard Schultze, Walio",Sepik,Leonhard Schultze,Walio,,,
tww,Tuwari,Sepik,"Sepik, Leonhard Schultze, Walio",Sepik,Leonhard Schultze,Walio,,,
wla,Walio,Sepik,"Sepik, Leonhard Schultze, Walio",Sepik,Leonhard Schultze,Walio,,,
ybx,Yawiyo,Sepik,"Sepik, Leonhard Schultze, Walio",Sepik,Leonhard Schultze,Walio,,,
abt,Ambulas,Sepik,"Sepik, Ndu",Sepik,Ndu,,,,
bry,Burui,Sepik,"Sepik, Ndu",Sepik,Ndu,,,,
bzf,Boikin,Sepik,"Sepik, Ndu",Sepik,Ndu,,,,
gbf,Gaikundi,Sepik,"Sepik, Ndu",Sepik,Ndu,,,,
ian,Iatmul,Sepik,"Sepik, Ndu",Sepik,Ndu,,,,
keh,Keak,Sepik,"Sepik, Ndu",Sepik,Ndu,,,,
kxt,Koiwat,Sepik,"Sepik, Ndu",Sepik,Ndu,,,,
mle,Manambu,Sepik,"Sepik, Ndu",Sepik,Ndu,,,,
nud,Ngala,Sepik,"Sepik, Ndu",Sepik,Ndu,,,,
sdk,Sos Kundi,Sepik,"Sepik, Ndu",Sepik,Ndu,,,,
spk,Sengo,Sepik,"Sepik, Ndu",Sepik,Ndu,,,,
wos,Hanga Hundi,Sepik,"Sepik, Ndu",Sepik,Ndu,,,,
ylg,Yelogu,Sepik,"Sepik, Ndu",Sepik,Ndu,,,,
kwj,Kwanga,Sepik,"Sepik, Nukuma",Sepik,Nukuma,,,,
kmo,Kwoma,Sepik,"Sepik, Nukuma",Sepik,Nukuma,,,,
sim,Mende,Sepik,"Sepik, Nukuma",Sepik,Nukuma,,,,
bye,Pouye,Sepik,"Sepik, Ram",Sepik,Ram,,,,
kmn,Awtuw,Sepik,"Sepik, Ram",Sepik,Ram,,,,
xrw,Karawa,Sepik,"Sepik, Ram",Sepik,Ram,,,,
amp,Alamblak,Sepik,"Sepik, Sepik Hill, Alamblak",Sepik,Sepik Hill,Alamblak,,,
knr,Kaningra,Sepik,"Sepik, Sepik Hill, Alamblak",Sepik,Sepik Hill,Alamblak,,,
bnw,Bisis,Sepik,"Sepik, Sepik Hill, Bahinemo",Sepik,Sepik Hill,Bahinemo,,,
bit,Berinomo,Sepik,"Sepik, Sepik Hill, Bahinemo",Sepik,Sepik Hill,Bahinemo,,,
bjh,Bahinemo,Sepik,"Sepik, Sepik Hill, Bahinemo",Sepik,Sepik Hill,Bahinemo,,,
dju,Kapriman,Sepik,"Sepik, Sepik Hill, Bahinemo",Sepik,Sepik Hill,Bahinemo,,,
mbx,Mari,Sepik,"Sepik, Sepik Hill, Bahinemo",Sepik,Sepik Hill,Bahinemo,,,
siv,Sumariup,Sepik,"Sepik, Sepik Hill, Bahinemo",Sepik,Sepik Hill,Bahinemo,,,
wtk,Watakataui,Sepik,"Sepik, Sepik Hill, Bahinemo",Sepik,Sepik Hill,Bahinemo,,,
ppe,Papi,Sepik,"Sepik, Sepik Hill, Papi",Sepik,Sepik Hill,Papi,,,
seo,Suarmin,Sepik,"Sepik, Sepik Hill, Papi",Sepik,Sepik Hill,Papi,,,
bic,Bikaru,Sepik,"Sepik, Sepik Hill, Sanio",Sepik,Sepik Hill,Sanio,,,
gbe,Niksek,Sepik,"Sepik, Sepik Hill, Sanio",Sepik,Sepik Hill,Sanio,,,
ham,Hewa,Sepik,"Sepik, Sepik Hill, Sanio",Sepik,Sepik Hill,Sanio,,,
pin,Piame,Sepik,"Sepik, Sepik Hill, Sanio",Sepik,Sepik Hill,Sanio,,,
sny,Saniyo-Hiyewe,Sepik,"Sepik, Sepik Hill, Sanio",Sepik,Sepik Hill,Sanio,,,
ayq,Ayi,Sepik,"Sepik, Tama",Sepik,Tama,,,,
lgt,Pahi,Sepik,"Sepik, Tama",Sepik,Tama,,,,
nux,Mehek,Sepik,"Sepik, Tama",Sepik,Tama,,,,
psq,Pasi,Sepik,"Sepik, Tama",Sepik,Tama,,,,
yss,Yessan-Mayo,Sepik,"Sepik, Tama",Sepik,Tama,,,,
ywa,Kalou,Sepik,"Sepik, Tama",Sepik,Tama,,,,
cjn,Chenapian,Sepik,"Sepik, Wogamusin-Chenapian",Sepik,Wogamusin-Chenapian,,,,
wog,Wogamusin,Sepik,"Sepik, Wogamusin-Chenapian",Sepik,Wogamusin-Chenapian,,,,
akq,Ak,Sepik,"Sepik, Yellow River",Sepik,Yellow River,,,,
aww,Awun,Sepik,"Sepik, Yellow River",Sepik,Yellow River,,,,
nnm,Namia,Sepik,"Sepik, Yellow River",Sepik,Yellow River,,,,
yra,Yerakai,Sepik,"Sepik, Yerakai",Sepik,Yerakai,,,,
cmn,"Chinese, Mandarin",Sino-Tibetan,"Sino-Tibetan, Chinese",Sino-Tibetan,Chinese,,,,
cjy,"Chinese, Jinyu",Sino-Tibetan,"Sino-Tibetan, Chinese",Sino-Tibetan,Chinese,,,,
cpx,"Chinese, Pu-Xian",Sino-Tibetan,"Sino-Tibetan, Chinese",Sino-Tibetan,Chinese,,,,
cdo,"Chinese, Min Dong",Sino-Tibetan,"Sino-Tibetan, Chinese",Sino-Tibetan,Chinese,,,,
czh,"Chinese, Huizhou",Sino-Tibetan,"Sino-Tibetan, Chinese",Sino-Tibetan,Chinese,,,,
czo,"Chinese, Min Zhong",Sino-Tibetan,"Sino-Tibetan, Chinese",Sino-Tibetan,Chinese,,,,
dng,Dungan,Sino-Tibetan,"Sino-Tibetan, Chinese",Sino-Tibetan,Chinese,,,,
gan,"Chinese, Gan",Sino-Tibetan,"Sino-Tibetan, Chinese",Sino-Tibetan,Chinese,,,,
hsn,"Chinese, Xiang",Sino-Tibetan,"Sino-Tibetan, Chinese",Sino-Tibetan,Chinese,,,,
hak,"Chinese, Hakka",Sino-Tibetan,"Sino-Tibetan, Chinese",Sino-Tibetan,Chinese,,,,
mnp,"Chinese, Min Bei",Sino-Tibetan,"Sino-Tibetan, Chinese",Sino-Tibetan,Chinese,,,,
nan,"Chinese, Min Nan",Sino-Tibetan,"Sino-Tibetan, Chinese",Sino-Tibetan,Chinese,,,,
wuu,"Chinese, Wu",Sino-Tibetan,"Sino-Tibetan, Chinese",Sino-Tibetan,Chinese,,,,
yue,"Chinese, Yue",Sino-Tibetan,"Sino-Tibetan, Chinese",Sino-Tibetan,Chinese,,,,
clk,Idu-Mishmi,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Central Tibeto-Burman, Digarish",Sino-Tibetan,Tibeto-Burman,Central Tibeto-Burman,,,
mhu,Digaro-Mishmi,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Central Tibeto-Burman, Digarish",Sino-Tibetan,Tibeto-Burman,Central Tibeto-Burman,,,
hru,Hruso,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Central Tibeto-Burman, Hrusish",Sino-Tibetan,Tibeto-Burman,Central Tibeto-Burman,,,
sjl,Miji,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Central Tibeto-Burman, Hrusish",Sino-Tibetan,Tibeto-Burman,Central Tibeto-Burman,,,
zkr,Zakhring,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Central Tibeto-Burman, Keman",Sino-Tibetan,Tibeto-Burman,Central Tibeto-Burman,,,
bgg,Bugun,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Central Tibeto-Burman, Kho-Bwa",Sino-Tibetan,Tibeto-Burman,Central Tibeto-Burman,,,
cvg,Chug,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Central Tibeto-Burman, Kho-Bwa",Sino-Tibetan,Tibeto-Burman,Central Tibeto-Burman,,,
lsh,Lish,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Central Tibeto-Burman, Kho-Bwa",Sino-Tibetan,Tibeto-Burman,Central Tibeto-Burman,,,
onp,Sartang,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Central Tibeto-Burman, Kho-Bwa",Sino-Tibetan,Tibeto-Burman,Central Tibeto-Burman,,,
suv,Puroik,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Central Tibeto-Burman, Kho-Bwa",Sino-Tibetan,Tibeto-Burman,Central Tibeto-Burman,,,
sdp,Sherdukpen,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Central Tibeto-Burman, Kho-Bwa",Sino-Tibetan,Tibeto-Burman,Central Tibeto-Burman,,,
lep,Lepcha,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Central Tibeto-Burman, Lepcha",Sino-Tibetan,Tibeto-Burman,Central Tibeto-Burman,,,
mxj,Miju-Mishmi,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Central Tibeto-Burman, Mijish",Sino-Tibetan,Tibeto-Burman,Central Tibeto-Burman,,,
duu,Drung,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Central Tibeto-Burman, Nungish",Sino-Tibetan,Tibeto-Burman,Central Tibeto-Burman,,,
lay,Lama,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Central Tibeto-Burman, Nungish",Sino-Tibetan,Tibeto-Burman,Central Tibeto-Burman,,,
nun,Anong,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Central Tibeto-Burman, Nungish",Sino-Tibetan,Tibeto-Burman,Central Tibeto-Burman,,,
raw,Rawang,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Central Tibeto-Burman, Nungish",Sino-Tibetan,Tibeto-Burman,Central Tibeto-Burman,,,
apt,Apatani,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Central Tibeto-Burman, Tani",Sino-Tibetan,Tibeto-Burman,Central Tibeto-Burman,,,
adi,Adi,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Central Tibeto-Burman, Tani",Sino-Tibetan,Tibeto-Burman,Central Tibeto-Burman,,,
adl,"Adi, Galo",Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Central Tibeto-Burman, Tani",Sino-Tibetan,Tibeto-Burman,Central Tibeto-Burman,,,
mrg,Mising,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Central Tibeto-Burman, Tani",Sino-Tibetan,Tibeto-Burman,Central Tibeto-Burman,,,
nbt,Na,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Central Tibeto-Burman, Tani",Sino-Tibetan,Tibeto-Burman,Central Tibeto-Burman,,,
njz,Nyishi,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Central Tibeto-Burman, Tani",Sino-Tibetan,Tibeto-Burman,Central Tibeto-Burman,,,
tgj,Tagin,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Central Tibeto-Burman, Tani",Sino-Tibetan,Tibeto-Burman,Central Tibeto-Burman,,,
bwe,"Karen, Bwe",Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Karenic, Central",Sino-Tibetan,Tibeto-Burman,Karenic,,,
eky,"Kayah, Eastern",Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Karenic, Central",Sino-Tibetan,Tibeto-Burman,Karenic,,,
ghk,"Karen, Geko",Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Karenic, Central",Sino-Tibetan,Tibeto-Burman,Karenic,,,
kvl,Kayaw,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Karenic, Central",Sino-Tibetan,Tibeto-Burman,Karenic,,,
kvq,"Karen, Geba",Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Karenic, Central",Sino-Tibetan,Tibeto-Burman,Karenic,,,
kxf,Manumanaw,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Karenic, Central",Sino-Tibetan,Tibeto-Burman,Karenic,,,
kyu,"Kayah, Western",Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Karenic, Central",Sino-Tibetan,Tibeto-Burman,Karenic,,,
kvt,Lahta,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Karenic, Northern",Sino-Tibetan,Tibeto-Burman,Karenic,,,
kvu,Yinbaw,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Karenic, Northern",Sino-Tibetan,Tibeto-Burman,Karenic,,,
kvy,Yintale,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Karenic, Northern",Sino-Tibetan,Tibeto-Burman,Karenic,,,
kxk,Zayein,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Karenic, Northern",Sino-Tibetan,Tibeto-Burman,Karenic,,,
pdu,Kayan,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Karenic, Northern",Sino-Tibetan,Tibeto-Burman,Karenic,,,
blk,Pa’o,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Karenic, Peripheral",Sino-Tibetan,Tibeto-Burman,Karenic,,,
kjp,"Karen, Pwo Eastern",Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Karenic, Peripheral",Sino-Tibetan,Tibeto-Burman,Karenic,,,
kjt,"Karen, Phrae Pwo",Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Karenic, Peripheral",Sino-Tibetan,Tibeto-Burman,Karenic,,,
pwo,"Karen, Pwo Western",Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Karenic, Peripheral",Sino-Tibetan,Tibeto-Burman,Karenic,,,
pww,"Karen, Pwo Northern",Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Karenic, Peripheral",Sino-Tibetan,Tibeto-Burman,Karenic,,,
jkm,"Karen, Mobwa",Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Karenic, Southern",Sino-Tibetan,Tibeto-Burman,Karenic,,,
jkp,"Karen, Paku",Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Karenic, Southern",Sino-Tibetan,Tibeto-Burman,Karenic,,,
ksw,"Karen, S’gaw",Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Karenic, Southern",Sino-Tibetan,Tibeto-Burman,Karenic,,,
wea,Wewaw,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Karenic, Southern",Sino-Tibetan,Tibeto-Burman,Karenic,,,
atb,Zaiwa,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Burmish, Northern",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
acn,Achang,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Burmish, Northern",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
bxd,Pela,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Burmish, Northern",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
hpo,Hpon,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Burmish, Northern",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
lsi,Lashi,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Burmish, Northern",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
mhx,Lhao Vo,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Burmish, Northern",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
dnv,Danu,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Burmish, Southern",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
int,Intha,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Burmish, Southern",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
mya,Burmese,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Burmish, Southern",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
rmz,Marma,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Burmish, Southern",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
rki,Rakhine,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Burmish, Southern",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
tco,Taungyo,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Burmish, Southern",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
tvn,Tavoyan,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Burmish, Southern",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
anl,"Chin, Anu-Hkongso",Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Mru",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
mro,Mru,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Mru",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
hle,Hlersu,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Central",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
jiy,"Jinuo, Buyuan",Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Central",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
jiu,"Jinuo, Youle",Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Central",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
lpo,Lipo,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Central",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
llh,Lamu,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Central",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
lhi,Lahu Shi,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Central",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
lhu,Lahu,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Central",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
lis,Lisu,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Central",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
lkc,Kucong,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Central",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
lwu,Lawu,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Central",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
nuf,Nusu,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Central",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
ysn,Sani,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Central",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
ymh,Mili,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Central",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
ysp,"Lolopo, Southern",Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Central",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
yta,Talu,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Central",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
ytl,Tanglang,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Central",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
yne,Lang’e,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Central",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
yik,"Lalo, Dongshanba",Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Central",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
yiq,Miqie,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Central",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
yit,"Lalu, Eastern",Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Central",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
ycl,Lolopo,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Central",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
ywl,"Lalu, Western",Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Central",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
ywt,"Lalo, Central",Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Central",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
ylm,Limi,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Central",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
zal,Zauzou,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Central",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
iii,Nuosu,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Northern",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
kaf,Katso,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Northern",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
smh,Samei,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Northern",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
ysd,Samatao,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Northern",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
ygp,Gepo,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Northern",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
ysy,Sanie,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Northern",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
yig,"Nasu, Wusa",Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Northern",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
yna,Aluo,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Northern",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
yiu,Awu,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Northern",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
ych,Chesu,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Northern",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
ywq,"Yi, Wuding-Luquan",Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Northern",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
ywu,"Nasu, Wumeng",Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Northern",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
yyz,Ayizi,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Northern",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
ylo,Naluo,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Northern",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
aub,Alugu,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southeastern",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
aza,Azha,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southeastern",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
lgh,Laghuu,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southeastern",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
nsf,"Nisu, Northwestern",Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southeastern",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
nsv,"Nisu, Southwestern",Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southeastern",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
nty,Mantsi,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southeastern",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
nos,"Nisu, Eastern",Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southeastern",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
nsd,"Nisu, Southern",Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southeastern",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
phh,Phula,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southeastern",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
ymc,"Muji, Southern",Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southeastern",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
ysg,Sonaga,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southeastern",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
yso,Nisi,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southeastern",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
ymi,Moji,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southeastern",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
ytp,Thopho,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southeastern",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
