ISO 693-3 code,Language name,FAMILY-CORRECTED,Classification,Class1,Class2,Class3,,,
yhl,"Phowa, Hlepho",Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southeastern",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
ymq,"Muji, Qila",Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southeastern",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
yif,Ache,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southeastern",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
ymx,"Muji, Northern",Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southeastern",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
ymz,Muzi,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southeastern",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
yip,Pholo,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southeastern",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
yiv,"Nisu, Northern",Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southeastern",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
ybk,Bokha,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southeastern",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
yix,Axi,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southeastern",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
yiz,Azhe,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southeastern",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
ykl,Khlula,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southeastern",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
ypa,Phala,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southeastern",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
ypb,"Phowa, Labo",Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southeastern",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
ykn,Kua-nsi,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southeastern",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
ypg,Phola,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southeastern",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
yph,Phupha,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southeastern",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
ypm,Phuma,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southeastern",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
ykt,Kathu,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southeastern",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
ypn,"Phowa, Ani",Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southeastern",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
yku,Kuamasi,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southeastern",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
ypo,"Phola, Alo",Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southeastern",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
ypp,Phupa,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southeastern",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
ypz,Phuza,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southeastern",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
yzk,Zokhuo,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southeastern",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
ahk,Akha,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southern",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
aeu,Akeu,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southern",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
byo,Biyo,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southern",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
bzi,Bisu,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southern",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
cnc,Côông,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southern",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
enu,Enu,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southern",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
hni,Hani,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southern",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
how,Honi,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southern",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
ktp,Kaduo,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southern",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
lwm,Laomian,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southern",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
lov,Lopi,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southern",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
mpz,Mpi,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southern",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
pho,Phunoi,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southern",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
phq,Phana’,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southern",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
pyy,Pyen,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southern",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
slt,Sila,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southern",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
sgk,Sangkong,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southern",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
ymd,Muda,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southern",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
ycp,Chepya,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southern",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
lbg,Laopang,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Unclassified",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
ugo,Ugong,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Unclassified",Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,,,
bca,"Bai, Central",Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Northeastern Tibeto-Burman, Bai",Sino-Tibetan,Tibeto-Burman,Northeastern Tibeto-Burman,,,
bfc,"Bai, Northern",Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Northeastern Tibeto-Burman, Bai",Sino-Tibetan,Tibeto-Burman,Northeastern Tibeto-Burman,,,
bfs,"Bai, Southern",Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Northeastern Tibeto-Burman, Bai",Sino-Tibetan,Tibeto-Burman,Northeastern Tibeto-Burman,,,
bqh,Baima,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Northeastern Tibeto-Burman, Baima",Sino-Tibetan,Tibeto-Burman,Northeastern Tibeto-Burman,,,
ers,Ersu,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Northeastern Tibeto-Burman, Ersuish",Sino-Tibetan,Tibeto-Burman,Northeastern Tibeto-Burman,,,
nmy,Namuyi,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Northeastern Tibeto-Burman, Naic",Sino-Tibetan,Tibeto-Burman,Northeastern Tibeto-Burman,,,
nxq,Naxi,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Northeastern Tibeto-Burman, Naic",Sino-Tibetan,Tibeto-Burman,Northeastern Tibeto-Burman,,,
nru,Narua,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Northeastern Tibeto-Burman, Naic",Sino-Tibetan,Tibeto-Burman,Northeastern Tibeto-Burman,,,
sxg,Shixing,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Northeastern Tibeto-Burman, Naic",Sino-Tibetan,Tibeto-Burman,Northeastern Tibeto-Burman,,,
cng,"Qiang, Northern",Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Northeastern Tibeto-Burman, Qiangic",Sino-Tibetan,Tibeto-Burman,Northeastern Tibeto-Burman,,,
gqi,Guiqiong,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Northeastern Tibeto-Burman, Qiangic",Sino-Tibetan,Tibeto-Burman,Northeastern Tibeto-Burman,,,
mvm,Muya,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Northeastern Tibeto-Burman, Qiangic",Sino-Tibetan,Tibeto-Burman,Northeastern Tibeto-Burman,,,
pmi,"Pumi, Northern",Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Northeastern Tibeto-Burman, Qiangic",Sino-Tibetan,Tibeto-Burman,Northeastern Tibeto-Burman,,,
pmj,"Pumi, Southern",Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Northeastern Tibeto-Burman, Qiangic",Sino-Tibetan,Tibeto-Burman,Northeastern Tibeto-Burman,,,
qvy,Queyu,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Northeastern Tibeto-Burman, Qiangic",Sino-Tibetan,Tibeto-Burman,Northeastern Tibeto-Burman,,,
qxs,"Qiang, Southern",Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Northeastern Tibeto-Burman, Qiangic",Sino-Tibetan,Tibeto-Burman,Northeastern Tibeto-Burman,,,
zhb,Zhaba,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Northeastern Tibeto-Burman, Qiangic",Sino-Tibetan,Tibeto-Burman,Northeastern Tibeto-Burman,,,
ero,Horpa,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Northeastern Tibeto-Burman, rGyalrongic",Sino-Tibetan,Tibeto-Burman,Northeastern Tibeto-Burman,,,
jih,sTodsde,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Northeastern Tibeto-Burman, rGyalrongic",Sino-Tibetan,Tibeto-Burman,Northeastern Tibeto-Burman,,,
jiq,Lavrung,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Northeastern Tibeto-Burman, rGyalrongic",Sino-Tibetan,Tibeto-Burman,Northeastern Tibeto-Burman,,,
jya,Jiarong,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Northeastern Tibeto-Burman, rGyalrongic",Sino-Tibetan,Tibeto-Burman,Northeastern Tibeto-Burman,,,
tji,"Tujia, Northern",Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Northeastern Tibeto-Burman, Tujia",Sino-Tibetan,Tibeto-Burman,Northeastern Tibeto-Burman,,,
tjs,"Tujia, Southern",Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Northeastern Tibeto-Burman, Tujia",Sino-Tibetan,Tibeto-Burman,Northeastern Tibeto-Burman,,,
der,Deori,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Sal, Bodo-Garo-Northern Naga, Bodo-Koch",Sino-Tibetan,Tibeto-Burman,Sal,,,
mef,Megam,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Sal, Bodo-Garo-Northern Naga, Bodo-Koch, Bodo-Garo",Sino-Tibetan,Tibeto-Burman,Sal,,,
brx,Bodo,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Sal, Bodo-Garo-Northern Naga, Bodo-Koch, Bodo-Garo, Bodo",Sino-Tibetan,Tibeto-Burman,Sal,,,
dis,Dimasa,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Sal, Bodo-Garo-Northern Naga, Bodo-Koch, Bodo-Garo, Bodo",Sino-Tibetan,Tibeto-Burman,Sal,,,
lax,Tiwa,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Sal, Bodo-Garo-Northern Naga, Bodo-Koch, Bodo-Garo, Bodo",Sino-Tibetan,Tibeto-Burman,Sal,,,
ria,Riang,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Sal, Bodo-Garo-Northern Naga, Bodo-Koch, Bodo-Garo, Bodo",Sino-Tibetan,Tibeto-Burman,Sal,,,
tpe,Tippera,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Sal, Bodo-Garo-Northern Naga, Bodo-Koch, Bodo-Garo, Bodo",Sino-Tibetan,Tibeto-Burman,Sal,,,
trp,Kok Borok,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Sal, Bodo-Garo-Northern Naga, Bodo-Koch, Bodo-Garo, Bodo",Sino-Tibetan,Tibeto-Burman,Sal,,,
usi,Usoi,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Sal, Bodo-Garo-Northern Naga, Bodo-Koch, Bodo-Garo, Bodo",Sino-Tibetan,Tibeto-Burman,Sal,,,
xac,Kachari,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Sal, Bodo-Garo-Northern Naga, Bodo-Koch, Bodo-Garo, Bodo",Sino-Tibetan,Tibeto-Burman,Sal,,,
grt,Garo,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Sal, Bodo-Garo-Northern Naga, Bodo-Koch, Bodo-Garo, Garo",Sino-Tibetan,Tibeto-Burman,Sal,,,
aot,A’tong,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Sal, Bodo-Garo-Northern Naga, Bodo-Koch, Koch",Sino-Tibetan,Tibeto-Burman,Sal,,,
kdq,Koch,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Sal, Bodo-Garo-Northern Naga, Bodo-Koch, Koch",Sino-Tibetan,Tibeto-Burman,Sal,,,
rah,Rabha,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Sal, Bodo-Garo-Northern Naga, Bodo-Koch, Koch",Sino-Tibetan,Tibeto-Burman,Sal,,,
ruh,Ruga,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Sal, Bodo-Garo-Northern Naga, Bodo-Koch, Koch",Sino-Tibetan,Tibeto-Burman,Sal,,,
kix,"Naga, Khiamniungan",Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Sal, Bodo-Garo-Northern Naga, Northern Naga",Sino-Tibetan,Tibeto-Burman,Sal,,,
lzn,"Naga, Leinong",Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Sal, Bodo-Garo-Northern Naga, Northern Naga",Sino-Tibetan,Tibeto-Burman,Sal,,,
nlq,"Naga, Lao",Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Sal, Bodo-Garo-Northern Naga, Northern Naga",Sino-Tibetan,Tibeto-Burman,Sal,,,
nst,"Naga, Tase",Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Sal, Bodo-Garo-Northern Naga, Northern Naga",Sino-Tibetan,Tibeto-Burman,Sal,,,
nbc,"Naga, Chang",Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Sal, Bodo-Garo-Northern Naga, Northern Naga",Sino-Tibetan,Tibeto-Burman,Sal,,,
nbe,"Naga, Konyak",Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Sal, Bodo-Garo-Northern Naga, Northern Naga",Sino-Tibetan,Tibeto-Burman,Sal,,,
nnp,"Naga, Wancho",Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Sal, Bodo-Garo-Northern Naga, Northern Naga",Sino-Tibetan,Tibeto-Burman,Sal,,,
njb,"Naga, Nocte",Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Sal, Bodo-Garo-Northern Naga, Northern Naga",Sino-Tibetan,Tibeto-Burman,Sal,,,
npg,"Naga, Ponyo-Gongwang",Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Sal, Bodo-Garo-Northern Naga, Northern Naga",Sino-Tibetan,Tibeto-Burman,Sal,,,
nph,"Naga, Phom",Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Sal, Bodo-Garo-Northern Naga, Northern Naga",Sino-Tibetan,Tibeto-Burman,Sal,,,
nqq,"Naga, Kyan-Karyaw",Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Sal, Bodo-Garo-Northern Naga, Northern Naga",Sino-Tibetan,Tibeto-Burman,Sal,,,
tvt,"Naga, Tutsa",Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Sal, Bodo-Garo-Northern Naga, Northern Naga",Sino-Tibetan,Tibeto-Burman,Sal,,,
umn,"Naga, Makyan",Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Sal, Bodo-Garo-Northern Naga, Northern Naga",Sino-Tibetan,Tibeto-Burman,Sal,,,
dhi,Dhimal,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Sal, Dhimalish",Sino-Tibetan,Tibeto-Burman,Sal,,,
txo,Toto,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Sal, Dhimalish",Sino-Tibetan,Tibeto-Burman,Sal,,,
kac,Jingpho,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Sal, Jingpho-Luish, Jingpho",Sino-Tibetan,Tibeto-Burman,Sal,,,
sgp,Singpho,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Sal, Jingpho-Luish, Jingpho",Sino-Tibetan,Tibeto-Burman,Sal,,,
tcl,Taman,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Sal, Jingpho-Luish, Jingpho",Sino-Tibetan,Tibeto-Burman,Sal,,,
try,Turung,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Sal, Jingpho-Luish, Jingpho",Sino-Tibetan,Tibeto-Burman,Sal,,,
ckh,Chak,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Sal, Jingpho-Luish, Luish",Sino-Tibetan,Tibeto-Burman,Sal,,,
zkd,Kadu,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Sal, Jingpho-Luish, Luish",Sino-Tibetan,Tibeto-Burman,Sal,,,
zkn,Kanan,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Sal, Jingpho-Luish, Luish",Sino-Tibetan,Tibeto-Burman,Sal,,,
nsm,"Naga, Sumi",Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Sal, Kuki-Chin-Naga, Angami-Pochuri",Sino-Tibetan,Tibeto-Burman,Sal,,,
nbi,"Naga, Mao",Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Sal, Kuki-Chin-Naga, Angami-Pochuri",Sino-Tibetan,Tibeto-Burman,Sal,,,
nnl,"Naga, Northern Rengma",Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Sal, Kuki-Chin-Naga, Angami-Pochuri",Sino-Tibetan,Tibeto-Burman,Sal,,,
njm,"Naga, Angami",Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Sal, Kuki-Chin-Naga, Angami-Pochuri",Sino-Tibetan,Tibeto-Burman,Sal,,,
npo,"Naga, Pochuri",Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Sal, Kuki-Chin-Naga, Angami-Pochuri",Sino-Tibetan,Tibeto-Burman,Sal,,,
nkh,"Naga, Khezha",Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Sal, Kuki-Chin-Naga, Angami-Pochuri",Sino-Tibetan,Tibeto-Burman,Sal,,,
nre,"Naga, Southern Rengma",Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Sal, Kuki-Chin-Naga, Angami-Pochuri",Sino-Tibetan,Tibeto-Burman,Sal,,,
nri,"Naga, Chokri",Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Sal, Kuki-Chin-Naga, Angami-Pochuri",Sino-Tibetan,Tibeto-Burman,Sal,,,
pmx,"Naga, Poumei",Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Sal, Kuki-Chin-Naga, Angami-Pochuri",Sino-Tibetan,Tibeto-Burman,Sal,,,
njh,"Naga, Lotha",Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Sal, Kuki-Chin-Naga, Ao",Sino-Tibetan,Tibeto-Burman,Sal,,,
njo,"Naga, Ao",Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Sal, Kuki-Chin-Naga, Ao",Sino-Tibetan,Tibeto-Burman,Sal,,,
nsa,"Naga, Sangtam",Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Sal, Kuki-Chin-Naga, Ao",Sino-Tibetan,Tibeto-Burman,Sal,,,
yim,"Naga, Yimchungru",Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Sal, Kuki-Chin-Naga, Ao",Sino-Tibetan,Tibeto-Burman,Sal,,,
ajz,Amri Karbi,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Sal, Kuki-Chin-Naga, Karbi",Sino-Tibetan,Tibeto-Burman,Sal,,,
mjw,Karbi,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Sal, Kuki-Chin-Naga, Karbi",Sino-Tibetan,Tibeto-Burman,Sal,,,
cth,"Chin, Thaiphum",Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Sal, Kuki-Chin-Naga, Kuki-Chin",Sino-Tibetan,Tibeto-Burman,Sal,,,
bgr,"Chin, Bawm",Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Sal, Kuki-Chin-Naga, Kuki-Chin, Central",Sino-Tibetan,Tibeto-Burman,Sal,,,
cnh,"Chin, Haka",Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Sal, Kuki-Chin-Naga, Kuki-Chin, Central",Sino-Tibetan,Tibeto-Burman,Sal,,,
cnw,"Chin, Ngawn",Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Sal, Kuki-Chin-Naga, Kuki-Chin, Central",Sino-Tibetan,Tibeto-Burman,Sal,,,
cbl,"Chin, Bualkhaw",Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Sal, Kuki-Chin-Naga, Kuki-Chin, Central",Sino-Tibetan,Tibeto-Burman,Sal,,,
cfm,"Chin, Falam",Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Sal, Kuki-Chin-Naga, Kuki-Chin, Central",Sino-Tibetan,Tibeto-Burman,Sal,,,
hmr,Hmar,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Sal, Kuki-Chin-Naga, Kuki-Chin, Central",Sino-Tibetan,Tibeto-Burman,Sal,,,
lus,Mizo,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Sal, Kuki-Chin-Naga, Kuki-Chin, Central",Sino-Tibetan,Tibeto-Burman,Sal,,,
pkh,Pangkhua,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Sal, Kuki-Chin-Naga, Kuki-Chin, Central",Sino-Tibetan,Tibeto-Burman,Sal,,,
tcp,"Chin, Tawr",Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Sal, Kuki-Chin-Naga, Kuki-Chin, Central",Sino-Tibetan,Tibeto-Burman,Sal,,,
clt,"Chin, Lautu",Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Sal, Kuki-Chin-Naga, Kuki-Chin, Maraic",Sino-Tibetan,Tibeto-Burman,Sal,,,
czt,"Chin, Zotung",Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Sal, Kuki-Chin-Naga, Kuki-Chin, Maraic",Sino-Tibetan,Tibeto-Burman,Sal,,,
mrh,"Chin, Mara",Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Sal, Kuki-Chin-Naga, Kuki-Chin, Maraic",Sino-Tibetan,Tibeto-Burman,Sal,,,
sez,"Chin, Senthang",Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Sal, Kuki-Chin-Naga, Kuki-Chin, Maraic",Sino-Tibetan,Tibeto-Burman,Sal,,,
zyp,"Chin, Zyphe",Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Sal, Kuki-Chin-Naga, Kuki-Chin, Maraic",Sino-Tibetan,Tibeto-Burman,Sal,,,
anm,Anal,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Sal, Kuki-Chin-Naga, Kuki-Chin, Northern",Sino-Tibetan,Tibeto-Burman,Sal,,,
aim,Aimol,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Sal, Kuki-Chin-Naga, Kuki-Chin, Northern",Sino-Tibetan,Tibeto-Burman,Sal,,,
biu,Biete,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Sal, Kuki-Chin-Naga, Kuki-Chin, Northern",Sino-Tibetan,Tibeto-Burman,Sal,,,
csy,"Chin, Siyin",Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Sal, Kuki-Chin-Naga, Kuki-Chin, Northern",Sino-Tibetan,Tibeto-Burman,Sal,,,
ctd,"Chin, Tedim",Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Sal, Kuki-Chin-Naga, Kuki-Chin, Northern",Sino-Tibetan,Tibeto-Burman,Sal,,,
cdf,Chiru,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Sal, Kuki-Chin-Naga, Kuki-Chin, Northern",Sino-Tibetan,Tibeto-Burman,Sal,,,
gnb,Gangte,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Sal, Kuki-Chin-Naga, Kuki-Chin, Northern",Sino-Tibetan,Tibeto-Burman,Sal,,,
