soc_id,Latitude,Longitude,OldLat,OldLong,region,tdwg_code
Ah5,11,13,11,13,West Tropical Africa,22
Ah7,11,14,11,14,West-Central Tropical Africa,23
Ai19,11,15,11,15,West-Central Tropical Africa,23
Cb29,12,10,12,10,West Tropical Africa,22
Ah39,11,14,11,14,West-Central Tropical Africa,23
Cb25,14,8,14,8,West Tropical Africa,22
Cb6,11,12,11,12,West Tropical Africa,22
Ai20,10,15,10,15,West-Central Tropical Africa,23
Cb26,11,8,11,8,West Tropical Africa,22
Cd6,30,31,30,31,Northern Africa,20
Cd12,31,2,31,2,Northern Africa,20
Ca7,13,38,13,38,Northeast Tropical Africa,24
Cj4,32,45,32,45,Western Asia,34
Cc7,20,-5,20,-5,West Tropical Africa,22
Cc16,32,3,32,3,Northern Africa,20
Cc17,22,-15,22,-15,Northern Africa,20
Cj8,33,35,33,35,Western Asia,34
Cd2,25,33,25,33,Northern Africa,20
Ca31,12,37,12,37,Northeast Tropical Africa,24
Cb12,13,32,13,32,Northeast Tropical Africa,24
Ca8,8,38,8,38,Northeast Tropical Africa,24
Cb13,11,25,11,25,Northeast Tropical Africa,24
Cd13,30,9,30,9,Northern Africa,20
Cd14,35,2,35,2,Northern Africa,20
Cb4,14,32,14,32,Northeast Tropical Africa,24
Cj3,32,35,32,35,Western Asia,34
Cb14,11,20,11,20,Northeast Tropical Africa,24
Cd15,35,-5,35,-5,Northern Africa,20
Cj6,32,36,32,36,Western Asia,34
Cc6,17,31,17,31,Northeast Tropical Africa,24
Cc18,19,-1,19,-1,West Tropical Africa,22
Cj7,34,36,34,36,Western Asia,34
Cj10,31,47,31,47,Western Asia,34
Cb15,11,28,11,28,Northeast Tropical Africa,24
Cd16,33,-8,33,-8,Northern Africa,20
Cj5,28,47,28,47,Arabian Peninsula,35
Cd17,35,5,35,5,Northern Africa,20
Cc1,22,-13,22,-13,West Tropical Africa,22
Cj2,33,37,33,37,Western Asia,34
Cd18,30,28,30,28,Northern Africa,20
Cd19,35,11,35,11,Northern Africa,20
Cd20,31,22,31,22,Northern Africa,20
Cb16,13,15,13,15,Northeast Tropical Africa,24
Cj1,36,36,36,36,Western Asia,34
Ca38,17,39,17,39,Northeast Tropical Africa,24
Ca3,14,39,14,39,Northeast Tropical Africa,24
Cc19,18,-15,18,-15,West Tropical Africa,22
Cd21,37,10,37,10,Northern Africa,20
Cj9,15,45,15,45,Arabian Peninsula,35
Cc20,18,-8,18,-8,West Tropical Africa,22
Ee1,28,95,28,95,Indian Subcontinent,40
Ei11,25,94,25,94,Indian Subcontinent,40
Ej7,21,100,21,100,Indo-China,41
Ei13,26,94,26,94,Indian Subcontinent,40
Ei14,27,94,27,94,Indian Subcontinent,40
Ei3,20,95,20,95,Indo-China,41
Ei19,22,94,22,94,Indo-China,41
Ei1,26,91,26,91,Indian Subcontinent,40
Ei5,26,97,26,97,Indo-China,41
Ei7,17,97,17,97,Indo-China,41
Ei4,22,93,22,93,Indo-China,41
Ee3,28,89,28,89,China,36
Ei2,27,94,27,94,Indian Subcontinent,40
Ch4,43,46,43,46,Caucasus,33
Ee8,28,84,28,84,Indian Subcontinent,40
Ed8,26,100,26,100,China,36
Ei9,20.6,92.6,20,92,Indo-China,41
Ei6,25,94,25,94,Indian Subcontinent,40
Ei16,26,95,26,95,Indian Subcontinent,40
Ee6,28,87,28,87,China,36
Ei12,25,94,25,94,Indian Subcontinent,40
Ee4,30,91,30,91,China,36
Ci2,43,45,43,45,Caucasus,33
Ci5,38,30,38,30,Western Asia,34
Ea12,30,52,30,52,Western Asia,34
Eg1,16,79,16,79,Indian Subcontinent,40
Eg5,12,76,12,76,Indian Subcontinent,40
Eb3,46,97,46,97,Mongolia,37
Eg11,19,78,19,78,Indian Subcontinent,40
Eg3,19,81,19,81,Indian Subcontinent,40
Eg13,20,81,20,81,Indian Subcontinent,40
Ef6,23,85,23,85,Indian Subcontinent,40
Eg14,18,82,18,82,Indian Subcontinent,40
Eg2,11,79,11,79,Indian Subcontinent,40
Eg10,18,79,18,79,Indian Subcontinent,40
Eg4,12,77,12,77,Indian Subcontinent,40
Ej5,12,105,12,105,Indo-China,41
Ej15,13,104,13,104,Indo-China,41
Ej2,12,107,12,107,Indo-China,41
Ei8,26,92,26,92,Indian Subcontinent,40
Ej1,20,101,20,101,Indo-China,41
Ej12,18,98,18,98,Indo-China,41
Eh5,7.05,93.7,9,92,Indo-China,41
Ei18,23,97,23,97,Indo-China,41
Eg9,22,81,22,81,Indian Subcontinent,40
Eb7,41,115,41,115,China,36
Ef4,22,85,22,85,Indian Subcontinent,40
Ed10,37,118,37,118,China,36
Ef1,24,87,24,87,Indian Subcontinent,40
Ej3,5,101,5,101,Malesia,42
Ej14,4,102,4,102,Malesia,42
Ej4,17,107,17,107,Indo-China,41
Ej13,21,105,21,105,Indo-China,41
Ih5,-21.35,165.25,-22,165,Southwestern Pacific,60
Ic2,-8,125,-8,125,Malesia,42
Ic11,-3.63,128.1,-4,128,Malesia,42
Ia9,22.5,120.9,22,121,Eastern Asia,38
Eh9,-23,47.7,-23,48,Western Indian Ocean,29
Eh7,-25,46,-25,46,Western Indian Ocean,29
Ia1,24,121,24,121,Eastern Asia,38
Ig13,-1.8,142.8,-2,143,Papuasia,43
Ia13,-5.17,120,5,120,Malesia,42
Ib3,-8,115,-8,115,Malesia,42
Ib4,2,99,2,99,Malesia,42
Ic3,-8.9,125.9,-9,126,Malesia,42
If12,12,165,12,165,Northwestern Pacific,62
Ia8,17,121,17,121,Malesia,42
Ih3,-16,168,-16,168,Southwestern Pacific,60
Ia10,24,121,24,121,Eastern Asia,38
Ie28,-7,147,-7,147,Papuasia,43
If15,15.1,145.9,15,146,Northwestern Pacific,62
Ej11,11,108,11,108,Indo-China,41
If8,13.7,144.7,15,145,Northwestern Pacific,62
Ig12,-6.7,156.55,-6,156,Papuasia,43
Ig14,-10,150,-10,150,Papuasia,43
Ig5,-10,151,-10,151,Papuasia,43
Ib5,6,117,6,117,Malesia,42
Ij9,-27,-109,-27,-190,South-Central Pacific,61
Ii4,-7.9,178.7,-8,178,Southwestern Pacific,60
Ii8,-14.2,-178.1,-14,-178,Southwestern Pacific,60
If7,-2,174,-2,174,Southwestern Pacific,60
Ia5,13,121,13,121,Malesia,42
Ij6,20,-155.9,20,-156,North-Central Pacific,63
Ib1,2,112,2,112,Malesia,42
Ia3,17,121,17,121,Malesia,42
If4,7,147,7,147,Northwestern Pacific,62
Ic7,-8,123,-8,123,Malesia,42
Ib2,-7,110,-7,110,Malesia,42
Ia16,18,121,18,121,Malesia,42
Ig20,-10,161,-10,161,Papuasia,43
Ii7,1.1,154.9,1,155,Northwestern Pacific,62
Ic8,-5.7,132.95,-6,133,Malesia,42
Ib8,-3,103,-3,103,Malesia,42
Ig3,-5.6,154.85,-5,154,Papuasia,43
If11,5.3,162.95,5,163,Northwestern Pacific,62
Ig7,-5,151,-5,151,Papuasia,43
If16,7.3,143.8,7,146,Northwestern Pacific,62
Ih4,-18,179,-18,179,Southwestern Pacific,60
Ig4,-3.15,151.65,-3,153,Papuasia,43
Ih7,-21,164.75,-21,163,Southwestern Pacific,60
Ic1,-5.1,119.45,-5,119,Malesia,42
If3,7.1,171.1,7,171,Northwestern Pacific,62
If14,3.1,173.1,3,173,Southwestern Pacific,60
Ej8,5,103,5,103,Malesia,42
Ie29,-4.3,145,-4,145,Papuasia,43
Ij1,-21.9,-158,-22,-158,South-Central Pacific,61
Ij7,-20,-134,-20,-134,South-Central Pacific,61
Ij4,-10.2,-160.55,-10,-160,Southwestern Pacific,60
Ia15,8,126,8,126,Malesia,42
Ig9,-2,147,-2,147,Papuasia,43
Ij2,-37,175,-35,175,New Zealand,51
Ij3,-8.9,-140.1,-9,-140,South-Central Pacific,61
If17,6,169,6,169,Northwestern Pacific,62
Ih14,-18,179,-18,179,Southwestern Pacific,60
Ib7,-3,100,-3,100,Malesia,42
Eh2,-19,46,-19,46,Western Indian Ocean,29
Ib6,-1,101,-1,101,Malesia,42
Ih1,-13.7,167.7,-14,168,Southwestern Pacific,60
Ie10,-9,147,-9,147,Papuasia,43
If13,-0.9,166.6,-1,166,Southwestern Pacific,60
Ej16,21,102,21,102,Indo-China,41
Ii9,-19,-169.8,-19,-169,Southwestern Pacific,60
Ii5,-5,160,-5,160,Papuasia,43
Ia6,22,120.75,22,121,Eastern Asia,38
If1,7.3,134.7,7,135,Northwestern Pacific,62
If5,7,158,7,158,Northwestern Pacific,62
Ii3,-10.9,-165.9,-11,-166,Southwestern Pacific,60
Ia11,23,121,23,121,Eastern Asia,38
Ij5,-16,-142,-16,-142,South-Central Pacific,61
Ii10,-11.7,160.3,-12,160,Papuasia,43
Ej10,13,108,13,108,Indo-China,41
Ic4,-10.8,123,-11,123,Malesia,42
Ih6,-12.7,177.1,-13,177,Southwestern Pacific,60
Ia2,17,121,17,121,Malesia,42
Eh8,-21,44,-21,41,Western Indian Ocean,29
Ii1,-14.1,-170.75,-14,-170,Southwestern Pacific,60
Ej6,12,98,12,98,Indo-China,41
Ih2,-16.5,167.5,-17,167,Southwestern Pacific,60
Ia4,8,123,8,123,Malesia,42
Ia12,10,124,10,124,Malesia,42
Ic9,-10,120,-10,120,Malesia,42
Ic12,-4,118,-4,118,Malesia,42
Ia7,10.1,119,10,119,Malesia,42
Ij8,-17.7,-149.55,-18,-150,South-Central Pacific,61
Eh3,-22,47,-22,47,Western Indian Ocean,29
Ig21,-4.3,153,-3,153,Papuasia,43
Ic6,-8,131,-8,131,Malesia,42
Ih10,-19.5,169.3,-20,168,Southwestern Pacific,60
Ii2,-12,168,-12,168,Southwestern Pacific,60
Ii6,-9.1,-171.9,-9,-172,Southwestern Pacific,60
Ii12,-19.9,-174.1,-20,-174,Southwestern Pacific,60
Ij10,-9,-158.1,-9,-158,Southwestern Pacific,60
Ic5,-2,121,-2,121,Malesia,42
Ig2,-8.6,151.1,-8,151,Papuasia,43
If2,7.4,151.9,7,152,Northwestern Pacific,62
Ig6,-10,161,-10,161,Papuasia,43
If9,10,139.9,10,140,Northwestern Pacific,62
Ii14,-14,172,-14,172,Southwestern Pacific,60
Ig10,-2,147,-2,147,Papuasia,43
Ii13,-13.1,-176.1,-13,-176,Southwestern Pacific,60
Ih8,-17.6,178.4,-17,179,Southwestern Pacific,60
Ie6,-2,137,-2,137,Papuasia,43
Ie4,-3.8,144,-3,144,Papuasia,43
Ia14,22.7,121.1,22,122,Eastern Asia,38
If6,9.55,138.15,9,138,Northwestern Pacific,62
Ie22,-9,147,-9,147,Papuasia,43
Ih9,-10.7,165.9,-11,166,Southwestern Pacific,60
Ie15,4,-145,4,-145,South-Central Pacific,61
Ie3,-4,144,-4,144,Papuasia,43
Ie27,-4.3,145,-4,145,Papuasia,43
Ie38,-4,139,-4,139,Papuasia,43
Ie39,-7.7,145,-8,145,Papuasia,43
Ie7,-6,144,-6,144,Papuasia,43
Ie31,-6,145,-6,145,Papuasia,43
Ie35,-4,143,-4,143,Papuasia,43
Ie11,-6,144,-6,144,Papuasia,43
Ie1,-4,136,-4,136,Papuasia,43
Ed15b,31,120,31,120,China,36
Ed2,29,103,29,103,China,36
Ie13,-9,143,-9,143,Papuasia,43
Ie24,-9,148,-9,148,Papuasia,43
Ie20,-9,147,-9,147,Papuasia,43
Ie16,-6,143,-6,143,Papuasia,43
Ie12,-4,142,-4,142,Papuasia,43
Ed6,24,115,24,115,China,36
Ie21,-10,149,-10,149,Papuasia,43
Ed9,19,109,19,109,China,36
Ie30,-4,135,-4,135,Papuasia,43
Ie14,-9.9,143.9,-10,144,Papuasia,43
Eg6,11,76,11,76,Indian Subcontinent,40
Eg7,21,85,21,85,Indian Subcontinent,40
Ie9,-9,148,-9,148,Papuasia,43
Ie8,-7,145,-7,145,Papuasia,43
Ig11,-11.4,154.1,-9,154,Papuasia,43
Ie17,-6,145,-6,145,Papuasia,43
Ie32,-6,147,-6,147,Papuasia,43
Eg8,22,85,22,85,Indian Subcontinent,40
Ej9,15,100,15,100,Indo-China,41
Ic10,1,128,1,128,Malesia,42
Ie2,-7,147,-7,147,Papuasia,43
Id11,-12,135,-12,135,Australia,50
Id3,-12,131,-12,131,Australia,50
Id1,-24,134,-24,134,Australia,50
Id4,-28,138,-28,138,Australia,50
Id5,-21,118,-21,118,Australia,50
Id2,-12,136,-12,136,Australia,50
Id10,-22,132,-22,132,Australia,50
Id6,-14,142,-14,142,Australia,50
Id9,-32,146,-32,146,Australia,50
Id12,-15,142,-15,142,Australia,50
Ie18,-7.45,138.4,-7,138,Papuasia,43
Ie19,-8,139,-8,139,Papuasia,43
Ce1,42,20,42,20,Southeastern Europe,13
Ch9,55,24,55,24,Eastern Europe,14
Cg3,53,-9,53,-9,Northern Europe,10
Cf2,-16,28,-16,28,South Tropical Africa,26
Cg1,53,7,53,7,Middle Europe,11
Cg2,64,-20,64,-20,Northern Europe,10
Cf1,42,-73,42,-73,Northeastern U.S.A.,75
Cf3,-37.1,-12.1,-37,-12,Subantarctic Islands,90
Ce7,39,23,39,23,Southeastern Europe,13
Ef2,23,88,23,88,Indian Subcontinent,40
Ef5,22,74,22,74,Indian Subcontinent,40
Ei10,23,92,23,92,Indian Subcontinent,40
Ee5,35,73,35,73,Indian Subcontinent,40
Ef9,20,77,20,77,Indian Subcontinent,40
Ef8,34,75,34,75,Indian Subcontinent,40
Ea4,35,73,35,73,Indian Subcontinent,40
Ea5,36,71,36,71,Western Asia,34
Ef7,30,78,30,78,Indian Subcontinent,40
Ea13,32,73,32,73,Indian Subcontinent,40
Ea1,25,68,25,68,Indian Subcontinent,40
Eh6,7,80,7,80,Indian Subcontinent,40
Ef11,26,83,26,83,Indian Subcontinent,40
Eh4,8,81,8,81,Indian Subcontinent,40
Ci10,40,45,40,45,Caucasus,33
Ea11,33,68,33,68,Western Asia,34
Ea8,33,48,33,48,Western Asia,34
Ea6,30,34,30,34,Western Asia,34
Ea3,35,66,35,66,Western Asia,34
Ea9,36,52,36,52,Western Asia,34
Ci11,32,44,32,44,Western Asia,34
Ea10,30,69,30,69,Indian Subcontinent,40
Ci6,43,44,43,44,Caucasus,33
Ea2,35,72,35,72,Indian Subcontinent,40
Cf4,-14.13,-51.85,-43,-47,Brazil,84
Se7,-18,-63,-18,-63,Western South America,83
Sc18,5,-54,5,-54,Northern South America,82
Cf5,47,-72,47,-72,Eastern Canada,72
Sb9,18.15,-72,18,-72,Caribbean,81
Ce5,41.35,13,41,13,Southeastern Europe,13
Ce2,42,-7,42,-7,Southwestern Europe,12
Ce3,42,12,42,12,Southeastern Europe,13
Sc6,4,-56,4,-56,Northern South America,82
Ce6,37,-6,37,-6,Southwestern Europe,12
Cg5,50,5,50,5,Middle Europe,11
Ch5,43,24,43,24,Southeastern Europe,13
Ch6,55,28,55,28,Eastern Europe,14
Ch3,50,16,50,16,Middle Europe,11
Ch2,49,24,49,24,Eastern Europe,14
Ch11,53,41,53,41,Eastern Europe,14
Ch1,44,20,44,20,Southeastern Europe,13
Ch7,48,36,48,36,Eastern Europe,14
Ci12,43,41,43,41,Caucasus,33
Ci4,44,42,44,42,Caucasus,33
Ci7,43,46,43,46,Caucasus,33
Ci8,42,45,42,45,Caucasus,33
Ie23,-6,141,-6,141,Papuasia,43
Ci9,43,43,43,43,Caucasus,33
Ie25,-8,147,-8,147,Papuasia,43
Ch8,47,20,47,20,Middle Europe,11
Cg4,68,22,68,22,Northern Europe,10
Ec11,59,90,59,90,Siberia,30
Ec4,68,75,68,75,Siberia,30
Ec10,62,74,62,74,Siberia,30
Ec9,47,132,47,132,China,36
Ed3,45,126,45,126,China,36
Eb6,52,107,52,107,Siberia,30
Ie26,-6,146,-6,146,Papuasia,43
Eb4,49,125,49,125,China,36
Ci1,46,46,46,46,Eastern Europe,14
Ie33,-2,138,-2,138,Papuasia,43
Ea7,34,63,34,63,Western Asia,34
Eb2,39,100,39,100,China,36
Eb1,48,70,48,70,Middle Asia,32
Ci3,42,48,42,48,Caucasus,33
Ie5,-9,142,-9,142,Papuasia,43
Eb5,38,62,38,62,Middle Asia,32
Ig1,-6,155,-6,155,Papuasia,43
Ec2,65,125,65,125,Siberia,30
Ed5,35,136,35,136,Eastern Asia,38
Ed7,26.3,127.8,26,128,Eastern Asia,38
Ec3,66,177,66,177,Russian Far East,31
Ec5,62,164,62,164,Russian Far East,31
Ed4,26,107,26,107,China,36
Na9,54,-167,54,-167,Subarctic America,70
Na11,63.1,-170,63,-170,Subarctic America,70
Na13,65.5,-64.95,65,-65,Subarctic America,70
Na21,63,-96,63,-96,Subarctic America,70
Na10,60.27,-147,60,-147,Subarctic America,70
Na3,69,-110,69,-110,Subarctic America,70
Na25,68.3,-53,69,-53,Subarctic America,70
Na12,68,-152,68,-152,Subarctic America,70
Na23,58,-65,58,-65,Eastern Canada,72
Na43,69,-96,69,-96,Subarctic America,70
Na16,65,-119,65,-119,Subarctic America,70
Na6,60,-166,60,-166,Subarctic America,70
Na14,78,-70,78,-70,Subarctic America,70
Na2,71,-157,71,-157,Subarctic America,70
Na22,70,-81.85,70,-82,Subarctic America,70
Na24,66,-37,66,-37,Subarctic America,70
Na34,52,-94,52,-94,Eastern Canada,72
Na29,58,-117,58,-117,Western Canada,71
Na19,54,-124,54,-124,Western Canada,71
Na35,50,-88,50,-88,Eastern Canada,72
Na30,60,-105,60,-105,Subarctic America,70
Na15,63,-117,63,-117,Subarctic America,70
Na8,62,-160,62,-160,Subarctic America,70
Na4,59,-128,59,-128,Western Canada,71
Na20,66,-135,66,-135,Subarctic America,70
Na1,63,-141,63,-141,Subarctic America,70
Ne7,54,-110,54,-110,Western Canada,71
Na38,46,-92,46,-92,North-Central U.S.A.,74
Na28,56,-123,56,-123,Western Canada,71
Na17,61,-120,61,-120,Subarctic America,70
Na27,58,-131,58,-131,Western Canada,71
Na26,62.1,-144.1,62,-144,Subarctic America,70
Nb35,41,-123,41,-123,Southwestern U.S.A.,76
Na44,62,-76,62,-76,Eastern Canada,72
Nb38,40,-124,40,-124,Southwestern U.S.A.,76
Na45,52,72,52,72,Middle Asia,32
Nb6,42,-124,42,-124,Northwestern U.S.A.,73
Nb31,42,-124,42,-124,Northwestern U.S.A.,73
Nh1,31,-108,31,-108,Mexico,79
Nh16,36,-104,36,-104,South-Central U.S.A.,77
Ne2,36,-99,36,-99,North-Central U.S.A.,74
Nh24,30,-100,30,-100,South-Central U.S.A.,77
Nh15,33,-103,33,-103,South-Central U.S.A.,77
Nh3,37,-110,37,-110,Southwestern U.S.A.,76
Nh17,34,-110,34,-110,Southwestern U.S.A.,76
Nb23,52,-128,52,-128,Western Canada,71
Na7,53,-83,53,-83,Eastern Canada,72
Nb3,51,-128,51,-128,Western Canada,71
Nb24,48,-125,48,-125,Northwestern U.S.A.,73
Nb11,49.1,-125.7,49,-126,Western Canada,71
Nc12,40,-121,40,-121,Southwestern U.S.A.,76
Nc13,39,-121,39,-121,Southwestern U.S.A.,76
Nc21,38,-123,38,-123,Southwestern U.S.A.,76
Nc5,38,-120,38,-120,Southwestern U.S.A.,76
Nc1,39,-122,39,-122,Southwestern U.S.A.,76
Nc22,39,-122,39,-122,Southwestern U.S.A.,76
Nc14,41,-122,41,-122,Southwestern U.S.A.,76
Nc24,36,-120,36,-120,Southwestern U.S.A.,76
Nb10,53,-126,53,-126,Western Canada,71
Nc3,36,-120,36,-120,Southwestern U.S.A.,76
Nb19,46,-124,46,-124,Northwestern U.S.A.,73
Nd18,46,-121,46,-121,Northwestern U.S.A.,73
Nb30,42,-123,42,-123,Northwestern U.S.A.,73
Nc8,43,-122,43,-122,Northwestern U.S.A.,73
Nc9,42,-122,42,-122,Northwestern U.S.A.,73
Nd17,46,-122,46,-122,Northwestern U.S.A.,73
Nd20,45,-115,45,-115,Northwestern U.S.A.,73
Nd1,45,-121,45,-121,Northwestern U.S.A.,73
Nd19,46,-119,46,-119,Northwestern U.S.A.,73
Nb28,44,-124,44,-124,Northwestern U.S.A.,73
Nb29,44,-124,44,-124,Northwestern U.S.A.,73
Ng12,33,-88,33,-88,Southeastern U.S.A.,78
Ng3,33,-84,33,-84,Southeastern U.S.A.,78
Ng7,32,-91,32,-91,Southeastern U.S.A.,78
Nb12,51,-125,51,-125,Western Canada,71
Ng8,27,-82,27,-82,Southeastern U.S.A.,78
Nb27,49,-122,49,-122,Western Canada,71
Nb37,40,-123,40,-123,Southwestern U.S.A.,76
Nc20,38,-123,38,-123,Southwestern U.S.A.,76
Nc7,40,-123,40,-123,Southwestern U.S.A.,76
Nb9,52,-127,52,-127,Western Canada,71
Nd14,48,-117,48,-117,Northwestern U.S.A.,73
Nb14,50,-125,50,-125,Western Canada,71
Nb26,49,-123,49,-123,Northwestern U.S.A.,73
Nd12,46,-113,46,-113,Northwestern U.S.A.,73
Nd13,49,-117,49,-117,Western Canada,71
Nb39,40,-124,40,-124,Southwestern U.S.A.,76
Nb16,48,-123,48,-123,Northwestern U.S.A.,73
Nd9,50,-125,50,-125,Western Canada,71
Nb15,49,-123,49,-123,Northwestern U.S.A.,73
Nb17,47,-122,47,-122,Northwestern U.S.A.,73
Nb25,47,-124,47,-124,Northwestern U.S.A.,73
Nd4,48,-119,48,-119,Northwestern U.S.A.,73
Nd11,51,-120,51,-120,Western Canada,71
Nb8,54,-129,54,-129,Western Canada,71
Nb13,50,-123,50,-123,Western Canada,71
Nc15,39,-124,39,-124,Southwestern U.S.A.,76
Nd10,50,-122,50,-122,Western Canada,71
Nb20,45,-124,45,-124,Northwestern U.S.A.,73
Nb2,48,-123,48,-123,Northwestern U.S.A.,73
Nd16,48,-121,48,-121,Northwestern U.S.A.,73
Ne9,40,-103,40,-103,Northwestern U.S.A.,73
Ne12,51,-112,51,-112,Western Canada,71
Ne13,51,-115,51,-115,Western Canada,71
Nc16,39,-123,39,-123,Southwestern U.S.A.,76
Ne5,39,-104,39,-104,Northwestern U.S.A.,73
Na36,49,-96,49,-96,Western Canada,71
Nc25,36,-119,36,-119,Southwestern U.S.A.,76
Ng6,41,-75,41,-75,Northeastern U.S.A.,75
Na31,51,-85,51,-85,Eastern Canada,72
Na39,46,-85,46,-85,Northeastern U.S.A.,75
Nd15,49,-120,49,-120,Western Canada,71
Ne1,49,-109,49,-109,Western Canada,71
Nd65,36,-114,36,-114,Southwestern U.S.A.,76
Nf9,46,-88,46,-88,Northeastern U.S.A.,75
Nf4,40,-86,40,-86,Northeastern U.S.A.,75
Na41,47,-65,47,-65,Eastern Canada,72
Nd67,34,-114,34,-114,Southwestern U.S.A.,76
Na32,48,-72,48,-72,Eastern Canada,72
Na5,58,-70,58,-70,Eastern Canada,72
Nd8,52,-122,52,-122,Western Canada,71
Na33,52,-98,52,-98,Western Canada,71
Nf1,52,-94,52,-94,Eastern Canada,72
Na40,46,-82,46,-82,Eastern Canada,72
Ne14,51,-100,51,-100,Western Canada,71
Ng4,45,-68,45,-68,Northeastern U.S.A.,75
Ne18,49,-115,49,-115,Western Canada,71
Ne19,45,-94,45,-94,North-Central U.S.A.,74
Na42,44,-85,44,-85,Northeastern U.S.A.,75
Na37,49,-92,49,-92,Eastern Canada,72
Nf13,37,-85,37,-85,Southeastern U.S.A.,78
Nb36,40,-124,40,-124,Southwestern U.S.A.,76
Nb4,41,-124,41,-124,Southwestern U.S.A.,76
Nb18,48,-125,48,-125,Northwestern U.S.A.,73
Ne11,48,-106,48,-106,Northwestern U.S.A.,73
Ng9,35,-80,35,-80,Southeastern U.S.A.,78
Ne4,45,-108,45,-108,Northwestern U.S.A.,73
Ne15,47,-101,47,-101,North-Central U.S.A.,74
Nf10,41,-95,41,-95,North-Central U.S.A.,74
Ne6,47,-101,47,-101,North-Central U.S.A.,74
Nf3,41,-96,41,-96,North-Central U.S.A.,74
Nf11,40,-95,40,-95,North-Central U.S.A.,74
Nf12,43,-99,43,-99,North-Central U.S.A.,74
Ne20,45,-94,45,-94,North-Central U.S.A.,74
Ne8,43,-103,43,-103,North-Central U.S.A.,74
Nf2,44,-88,44,-88,North-Central U.S.A.,74
Ne10,46,-101,46,-101,North-Central U.S.A.,74
Nf14,33,-93,33,-93,Southeastern U.S.A.,78
Nf7,45,-95,45,-95,North-Central U.S.A.,74
Nf6,42,-100,42,-100,North-Central U.S.A.,74
Nf5,34,-98,34,-98,South-Central U.S.A.,77
Ng5,36,-83,36,-83,Southeastern U.S.A.,78
Ng1,44.1,-78,44,-78,Eastern Canada,72
Ng10,43,-77,43,-77,Northeastern U.S.A.,75
Nh13,35,-108,35,-108,South-Central U.S.A.,77
Nh7,36,-106,36,-106,South-Central U.S.A.,77
Nh14,35,-107,35,-107,South-Central U.S.A.,77
Nh12,35,-107,35,-107,South-Central U.S.A.,77
Nf8,31,-95,31,-95,South-Central U.S.A.,77
Nb33,41,-123,41,-123,Southwestern U.S.A.,76
Nc26,36,-121,36,-121,Southwestern U.S.A.,76
Nb34,42,-123,42,-123,Northwestern U.S.A.,73
Nc18,39,-123,39,-123,Southwestern U.S.A.,76
Nc17,39,-123,39,-123,Southwestern U.S.A.,76
Nc19,38,-123,38,-123,Southwestern U.S.A.,76
Nc10,41,-121,41,-121,Southwestern U.S.A.,76
Nc4,41,-121,41,-121,Southwestern U.S.A.,76
Nb32,41,-122,41,-122,Southwestern U.S.A.,76
Nh19,32,-115,32,-115,Mexico,79
Nc6,32,-116,32,-116,Mexico,79
Nd3,36,-112,36,-112,Southwestern U.S.A.,76
Ng2,27,-81,27,-81,Southeastern U.S.A.,78
Nh23,34,-111,34,-111,Southwestern U.S.A.,76
Nc34,31,-115,31,-115,Mexico,79
Nh5,33,-113,33,-113,Southwestern U.S.A.,76
Nh21,35,-114,35,-114,Southwestern U.S.A.,76
Nh20,33,-115,33,-115,Southwestern U.S.A.,76
Nh25,36,-107,36,-107,South-Central U.S.A.,77
Nd66,35,-112,35,-112,Southwestern U.S.A.,76
Nh22,33,-114,33,-114,Southwestern U.S.A.,76
Nc11,41,-122,41,-122,Southwestern U.S.A.,76
Nj2,19,-99,19,-99,Mexico,79
Ni3,23,-104,23,-104,Mexico,79
Nj9,19,-98,19,-98,Mexico,79
Ni2,31,-112,31,-112,Mexico,79
Ni6,31,-111,31,-111,Mexico,79
Ni1,28,-107,28,-107,Mexico,79
Ni7,28,-110,28,-110,Mexico,79
Nd46,44,-112,44,-112,Northwestern U.S.A.,73
Nd49,37,-110,37,-110,Southwestern U.S.A.,76
Nd23,42,-118,42,-118,Northwestern U.S.A.,73
Nd63,43,-112,43,-112,Northwestern U.S.A.,73
Nd33,37,-116,37,-116,Southwestern U.S.A.,76
Nd45,43,-112,43,-112,Northwestern U.S.A.,73
Nc31,33,-116,33,-116,Southwestern U.S.A.,76
Nd54,35,-115,35,-115,Southwestern U.S.A.,76
Ne3,33,-100,33,-100,South-Central U.S.A.,77
Nc32,33,-117,33,-117,Southwestern U.S.A.,76
Nd30,37,-118,37,-118,Southwestern U.S.A.,76
Nd42,41,-116,41,-116,Southwestern U.S.A.,76
Nd38,39,-115,39,-115,Southwestern U.S.A.,76
Nc29,34,-118,34,-118,Southwestern U.S.A.,76
Nd48,40,-114,40,-114,Southwestern U.S.A.,76
Nd37,39,-116,39,-116,Southwestern U.S.A.,76
Nh18,36,-111,36,-111,Southwestern U.S.A.,76
Nd5,42,-112,42,-112,Northwestern U.S.A.,73
Nd53,36,-113,36,-113,Southwestern U.S.A.,76
Nc27,35,-118,35,-118,Southwestern U.S.A.,76
Nd24,42,-120,42,-120,Northwestern U.S.A.,73
Nd31,36,-118,36,-118,Southwestern U.S.A.,76
Nd27,40,-119,40,-119,Southwestern U.S.A.,76
Nd55,36,-115,36,-115,Southwestern U.S.A.,76
Nd34,37,-117,37,-117,Southwestern U.S.A.,76
Nc33,33,-117,33,-117,Southwestern U.S.A.,76
